X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_KOMyevsWTMye_F
Fnbp1,2673.974918,-0.09348014,0.038127048,-2.452028185,0.014205353,0.131832119,Fnbp1
Ralb,1665.202202,-0.093813032,0.043406181,-2.161304905,0.030671794,0.224538096,Ralb
Slc29a3,2789.783407,-0.093895834,0.047485276,-1.977229595,0.048015684,0.287567422,Slc29a3
Ap3b1,3119.453505,-0.09409552,0.03746916,-2.511276711,0.012029536,0.117439339,Ap3b1
Slc35a4,1786.300772,-0.095050804,0.041557466,-2.287136676,0.022187847,0.180589779,Slc35a4
Cnot6,1520.73356,-0.095142787,0.044913153,-2.118471271,0.034135176,0.239607979,Cnot6
Rab11fip5,3059.989063,-0.09583227,0.043073307,-2.225116782,0.026073399,0.201681323,Rab11fip5
Rasa1,2483.712284,-0.097126544,0.04633279,-2.096613901,0.036027768,0.246660328,Rasa1
Serinc3,4988.966291,-0.097336962,0.037290715,-2.610412971,0.009043298,0.097453434,Serinc3
Rcc2,2565.258598,-0.097380018,0.040308668,-2.416097371,0.015687866,0.140232828,Rcc2
Vim,45303.76769,-0.09804057,0.023610098,-4.152465298,3.29E-05,0.00105639,Vim
Hectd1,1928.991019,-0.098048047,0.049261103,-1.990457679,0.046540542,0.282871455,Hectd1
Tmod3,1794.302869,-0.0983387,0.046754727,-2.103451447,0.035426325,0.244458434,Tmod3
Afg3l1,1531.158183,-0.098685027,0.045705676,-2.158973374,0.030852233,0.225400904,Afg3l1
Psmd6,1370.149206,-0.099114717,0.046948797,-2.110995075,0.034772735,0.242115793,Psmd6
Abca3,1781.144853,-0.099430314,0.048892481,-2.033754268,0.041976378,0.267798662,Abca3
Tcp1,2723.905273,-0.099715248,0.041071682,-2.42782179,0.015189805,0.137368672,Tcp1
Cpd,5485.60814,-0.099752736,0.041427122,-2.407873185,0.016045754,0.142745116,Cpd
Eif3h,2595.905147,-0.100358631,0.04026917,-2.492197518,0.012695542,0.122351548,Eif3h
Abcd1,1483.588721,-0.100630596,0.048902939,-2.058116842,0.039578919,0.260362525,Abcd1
Cct2,3916.378128,-0.100890627,0.036229451,-2.78470624,0.005357624,0.067247415,Cct2
Psmd13,1627.078246,-0.10114054,0.040912726,-2.471972489,0.013436986,0.126948998,Psmd13
Clic1,5060.218848,-0.101488231,0.033605443,-3.019955684,0.002528117,0.038122488,Clic1
Hnrnpul2,3541.788249,-0.101565412,0.035717166,-2.843719825,0.004459024,0.058140347,Hnrnpul2
Tbk1,1478.215106,-0.101851001,0.046136557,-2.207557509,0.027275134,0.207316331,Tbk1
Phb2,2895.479008,-0.10228861,0.037972256,-2.693664248,0.007067132,0.08159268,Phb2
Nploc4,1734.362704,-0.102444004,0.043418343,-2.359521949,0.018298498,0.157545021,Nploc4
Tbc1d13,2626.057594,-0.102774297,0.037162252,-2.765583428,0.005682107,0.069848338,Tbc1d13
Adprh,1290.537914,-0.103095048,0.04861125,-2.12075645,0.033942303,0.238487905,Adprh
Trpv2,2477.062035,-0.103384027,0.046700715,-2.213725993,0.026847634,0.205293168,Trpv2
Mgat2,2016.970824,-0.103724903,0.043949653,-2.360113763,0.018269332,0.157397318,Mgat2
Nrbp1,1295.766675,-0.104424414,0.05032552,-2.074974226,0.037988924,0.253942174,Nrbp1
Fez2,1183.720368,-0.104690961,0.052133934,-2.008134208,0.044629032,0.275988124,Fez2
Rars,1470.086243,-0.105217026,0.050277364,-2.092561528,0.036388314,0.247576565,Rars
Stab1,26426.983,-0.10522634,0.035602556,-2.955634738,0.003120264,0.044547501,Stab1
Lrp10,2432.689801,-0.10564999,0.040154684,-2.631057822,0.008511955,0.093339466,Lrp10
Smarcc1,1177.356964,-0.1056576,0.052098026,-2.028156836,0.042544244,0.270106477,Smarcc1
Arf6,2971.273039,-0.105946,0.043849744,-2.416084022,0.015688441,0.140232828,Arf6
Adssl1,2563.091048,-0.106369182,0.041535998,-2.560837431,0.010442021,0.107525613,Adssl1
Elf4,1282.744852,-0.106907234,0.051079161,-2.093234262,0.036328248,0.247424822,Elf4
Sympk,2587.225896,-0.106962373,0.035678584,-2.997948636,0.002718035,0.040293672,Sympk
Mapk14,1973.392748,-0.107060784,0.040378146,-2.651635216,0.008010303,0.089181829,Mapk14
Slc39a6,1182.039467,-0.107714358,0.052006587,-2.071031466,0.038355856,0.255500185,Slc39a6
Tab2,1992.690121,-0.107817434,0.042161669,-2.557357138,0.010547087,0.108314286,Tab2
Imp4,1075.692335,-0.1078579,0.052228763,-2.064950939,0.038927643,0.257760399,Imp4
Ndufs7,1207.667487,-0.107939371,0.052511726,-2.055289502,0.039851051,0.26174858,Ndufs7
Tnfrsf11a,1217.086423,-0.108013774,0.053838507,-2.006565471,0.044795951,0.276889689,Tnfrsf11a
Arpc3,4322.455881,-0.108219123,0.029527117,-3.665021095,0.000247318,0.005916776,Arpc3
Gmip,1788.53784,-0.108361167,0.046675415,-2.322100401,0.02022753,0.169056228,Gmip
Raly,2046.631977,-0.10866923,0.03994147,-2.720827781,0.006511868,0.077190321,Raly
Ddb1,6148.174454,-0.109080245,0.033939711,-3.213923277,0.001309347,0.022968778,Ddb1
Aldh3a2,1035.618109,-0.109348543,0.054263534,-2.015440881,0.043858475,0.273937775,Aldh3a2
Vav1,3316.164379,-0.109529565,0.036890783,-2.968956303,0.002988131,0.043219058,Vav1
Uhrf2,1108.620947,-0.109576566,0.052525864,-2.086416408,0.03694092,0.249873849,Uhrf2
Gart,1400.070253,-0.110136158,0.051857034,-2.123691521,0.033695947,0.237265818,Gart
Qars,1639.673897,-0.11050681,0.055158945,-2.00360989,0.045111866,0.27805545,Qars
Dr1,1184.192454,-0.110846763,0.055952326,-1.981236667,0.047564739,0.286174628,Dr1
Gspt1,2500.856533,-0.111522988,0.041871845,-2.663396884,0.007735612,0.086934119,Gspt1
Ppp4c,1993.500263,-0.11158235,0.042649601,-2.616260448,0.008889872,0.096248482,Ppp4c
1700017B05Rik,1872.838924,-0.111629501,0.043516559,-2.564953898,0.010318951,0.106977484,1700017B05Rik
Zmpste24,1367.918653,-0.111739441,0.05166222,-2.162834022,0.030553948,0.223925578,Zmpste24
Dctn4,1399.080904,-0.111872872,0.044432254,-2.517794997,0.011809203,0.116177026,Dctn4
Acly,5359.091677,-0.112653441,0.034351374,-3.279744323,0.001039012,0.019068926,Acly
Irf2bp2,2090.989461,-0.112690005,0.046831932,-2.406523975,0.016105147,0.143079217,Irf2bp2
Uba2,1392.353752,-0.112750155,0.053441418,-2.109867468,0.034869773,0.242660832,Uba2
Eif3e,1657.11377,-0.112867738,0.042611021,-2.64880678,0.00807765,0.089702987,Eif3e
Got1,1146.741757,-0.112971142,0.050787003,-2.224087696,0.026142545,0.201750238,Got1
Atp13a2,7742.343454,-0.113672126,0.035030561,-3.244931046,0.001174791,0.021054753,Atp13a2
8-Sep,4808.430309,-0.113709908,0.031928889,-3.561150058,0.000369234,0.008242661,8-Sep
Vps52,1055.167721,-0.113975351,0.055254784,-2.062642519,0.039146605,0.258557011,Vps52
Washc4,1460.540959,-0.114276245,0.049146023,-2.325438929,0.020048502,0.168191786,Washc4
Mfsd1,6659.023146,-0.11437668,0.03210142,-3.562967503,0.000366686,0.008202476,Mfsd1
Ski,3324.133155,-0.114670346,0.03468833,-3.305763501,0.00094718,0.017756576,Ski
Taok3,1928.4643,-0.115046185,0.04341838,-2.649832709,0.008053164,0.0895829,Taok3
Ldb1,1447.171155,-0.115325239,0.049151397,-2.346546822,0.018948285,0.162286491,Ldb1
Cc2d1b,806.2176111,-0.115469264,0.057960482,-1.992137558,0.046355967,0.282271651,Cc2d1b
Cant1,1583.0077,-0.115585815,0.046167118,-2.503553815,0.012295298,0.118993785,Cant1
Hk3,11700.08642,-0.115724327,0.03194424,-3.622643852,0.000291607,0.006787248,Hk3
Cpsf2,1254.707841,-0.116056076,0.054557251,-2.127137903,0.033408627,0.236003583,Cpsf2
Ube2d2a,1677.59952,-0.116161604,0.04756477,-2.442280806,0.014594789,0.133741343,Ube2d2a
Tnpo3,1265.188872,-0.116281287,0.054919987,-2.117253424,0.034238345,0.239844685,Tnpo3
Ipo8,941.5262566,-0.116712259,0.056282792,-2.073761554,0.038101461,0.254346179,Ipo8
Trim28,2744.611194,-0.116948216,0.042106566,-2.777528563,0.005477403,0.068098561,Trim28
Rad23b,2792.251957,-0.116950839,0.036481668,-3.205552643,0.001348034,0.023494711,Rad23b
Idua,1106.85308,-0.11698614,0.054604217,-2.142200921,0.032177317,0.230284854,Idua
Shoc2,806.1727316,-0.116986894,0.058503057,-1.999673587,0.045535522,0.279614565,Shoc2
Nfatc3,957.1608064,-0.117031113,0.058366971,-2.005242425,0.044937137,0.277500584,Nfatc3
Lpxn,1212.278466,-0.117511039,0.05512978,-2.131670294,0.033033961,0.234307533,Lpxn
Dnm2,4412.923533,-0.11769507,0.038468565,-3.059578136,0.00221649,0.034456193,Dnm2
Rptor,1133.207412,-0.118011192,0.053837942,-2.191961722,0.028382271,0.213379963,Rptor
Kif3a,855.4377391,-0.118109823,0.06006668,-1.966114701,0.049285363,0.291441964,Kif3a
Dhx8,1023.239778,-0.118621684,0.059945428,-1.978869374,0.047830715,0.286984291,Dhx8
Lrp12,4295.569518,-0.118824234,0.039976401,-2.972417401,0.002954647,0.042866273,Lrp12
Abcg1,4352.287962,-0.118876611,0.039817564,-2.984996578,0.002835815,0.041335394,Abcg1
Ampd2,845.6169574,-0.11969876,0.059340658,-2.017227949,0.043671731,0.273423009,Ampd2
Aqr,1076.531226,-0.119848603,0.053334547,-2.24704159,0.024637369,0.193670118,Aqr
Eps15,1833.773936,-0.119952561,0.043999149,-2.726355179,0.006403805,0.076217491,Eps15
Dock7,1115.675959,-0.120040504,0.054591677,-2.199048313,0.027874487,0.210286287,Dock7
Gfm1,984.5230081,-0.120052134,0.055978855,-2.144298896,0.032008945,0.229707129,Gfm1
Trpc4ap,2755.308402,-0.120368517,0.036796133,-3.271310347,0.001070504,0.019510264,Trpc4ap
Hspbp1,906.7789955,-0.120702471,0.058449782,-2.064551814,0.038965427,0.257880278,Hspbp1
Fcgr3,12482.96787,-0.120831958,0.023327591,-5.179855049,2.22E-07,1.29E-05,Fcgr3
Man1a,1277.568891,-0.121379065,0.051830335,-2.342091279,0.019176024,0.16348902,Man1a
Tmem86a,1423.704671,-0.121424173,0.043662076,-2.780236209,0.005431937,0.067790576,Tmem86a
Arhgap17,1643.495946,-0.12148199,0.047917291,-2.535518901,0.011228087,0.112486889,Arhgap17
Kdm4a,1184.307548,-0.121526949,0.05320972,-2.284252721,0.022356683,0.181623995,Kdm4a
Psmb2,1160.449147,-0.122144753,0.051525661,-2.37036664,0.017770453,0.154624185,Psmb2
Cdk6,1160.288595,-0.122403809,0.058627301,-2.088351956,0.036766098,0.249370056,Cdk6
Psmb7,1096.297807,-0.122681754,0.056069146,-2.187640488,0.0286958,0.214628862,Psmb7
Mfhas1,1762.289251,-0.122850532,0.044225957,-2.778050053,0.005468619,0.06805393,Mfhas1
Spg11,966.9647603,-0.123154334,0.061696369,-1.996576405,0.045871218,0.280562725,Spg11
Cttnbp2nl,1546.865566,-0.123265641,0.049556064,-2.487876448,0.012850837,0.12309749,Cttnbp2nl
Mrps15,982.9746644,-0.123548983,0.055048367,-2.244267411,0.024815201,0.194834268,Mrps15
Snd1,2550.069073,-0.123729529,0.038688518,-3.198129075,0.001383224,0.023944202,Snd1
Crebzf,903.7487177,-0.124109587,0.060159806,-2.063135732,0.039099734,0.258377668,Crebzf
Yy1,2019.059817,-0.12435582,0.047455151,-2.620673505,0.008775626,0.095432204,Yy1
Dhx9,2792.207675,-0.124828235,0.049418591,-2.526032594,0.011535878,0.11478067,Dhx9
AU040320,938.0201501,-0.124848626,0.060084742,-2.077527421,0.037752907,0.252860107,AU040320
Vps53,847.5450567,-0.124892912,0.057986578,-2.153527011,0.031277284,0.227319759,Vps53
Pkn1,1788.99088,-0.12551559,0.046512379,-2.698646245,0.006962214,0.080642857,Pkn1
Zfp710,1976.756605,-0.125672929,0.044336737,-2.835027048,0.004582181,0.059450391,Zfp710
Ubn1,1240.954785,-0.126145974,0.049645091,-2.541206445,0.011047067,0.111512727,Ubn1
Chtf8,1141.267859,-0.126337468,0.053288113,-2.370986627,0.017740673,0.154467627,Chtf8
Commd10,793.6762534,-0.126494404,0.061714602,-2.049596474,0.040403825,0.264177416,Commd10
Ttyh3,2898.546142,-0.126714728,0.044037458,-2.877758984,0.00400511,0.053939324,Ttyh3
Mon2,1613.75223,-0.126841504,0.046427172,-2.7324246,0.006287006,0.075100207,Mon2
Arnt,861.6849966,-0.127814014,0.061602728,-2.07483119,0.038002183,0.253942174,Arnt
Tbrg4,1132.158646,-0.128013235,0.052656138,-2.430570754,0.015075062,0.136613843,Tbrg4
Gak,3160.851401,-0.128266668,0.03380112,-3.794773568,0.000147778,0.003849873,Gak
Msl2,919.6314368,-0.1289972,0.056338826,-2.28975961,0.022035256,0.179459286,Msl2
Arf3,5514.950439,-0.129118995,0.032740553,-3.9438031,8.02E-05,0.00228464,Arf3
H6pd,1423.67872,-0.129590109,0.045415217,-2.853440743,0.004324859,0.056786529,H6pd
Inpp5d,4449.841397,-0.129742985,0.032710471,-3.966531366,7.29E-05,0.002118902,Inpp5d
Rnf130,3738.747582,-0.129757299,0.034576648,-3.752739413,0.000174913,0.004443278,Rnf130
Scrib,1116.306393,-0.129770978,0.050519739,-2.568723383,0.01020739,0.105988621,Scrib
Sidt2,3399.613788,-0.129866808,0.038803424,-3.347010883,0.00081688,0.015789767,Sidt2
Nrros,3415.27771,-0.130244062,0.041545248,-3.13514157,0.001717712,0.028157761,Nrros
Pes1,1620.615273,-0.130323453,0.044402089,-2.935043042,0.003335014,0.046840328,Pes1
Abl1,1306.67092,-0.131063794,0.051588971,-2.541072036,0.011051315,0.111512727,Abl1
Fam91a1,2709.969183,-0.131086871,0.041579003,-3.152802303,0.001617113,0.026825501,Fam91a1
Map3k3,1061.861238,-0.131164841,0.058100829,-2.258035269,0.023943461,0.18945933,Map3k3
Fbxl14,732.4584162,-0.131243551,0.065104822,-2.015739354,0.043827238,0.273937775,Fbxl14
Pmpca,1578.859773,-0.131391424,0.050372313,-2.608239642,0.009100922,0.097993818,Pmpca
Arel1,774.6959487,-0.131655672,0.064631049,-2.03737676,0.041612301,0.266774751,Arel1
Hnrnpa0,5467.05319,-0.131787935,0.058357775,-2.258365238,0.023922898,0.18945933,Hnrnpa0
C1qa,19740.48005,-0.132046259,0.028562876,-4.623068287,3.78E-06,0.000164991,C1qa
Ankfy1,2951.414012,-0.132308031,0.05164196,-2.561959284,0.010408352,0.107394523,Ankfy1
Mafb,7856.572024,-0.132518754,0.030973786,-4.278268397,1.88E-05,0.00064952,Mafb
Igsf8,2777.463077,-0.132626268,0.034041513,-3.895855732,9.79E-05,0.002710745,Igsf8
Flot2,1600.088455,-0.132985066,0.047186978,-2.818188273,0.004829548,0.06189496,Flot2
Ado,1513.297454,-0.133009661,0.046621572,-2.853064129,0.004329988,0.056796963,Ado
Ddx39,1382.509626,-0.133060809,0.050135535,-2.653538832,0.00796526,0.088831297,Ddx39
Ash2l,982.4818493,-0.133585527,0.061048025,-2.18800717,0.02866908,0.214551471,Ash2l
Rraga,1141.984008,-0.133613713,0.05508423,-2.425496732,0.015287453,0.138156406,Rraga
Cdk13,1242.483163,-0.133717145,0.055807221,-2.396164473,0.016567654,0.146492942,Cdk13
Pcsk7,693.1735617,-0.133764613,0.06334999,-2.11153612,0.034726257,0.241920716,Pcsk7
Hmox2,1163.174054,-0.133970148,0.051195802,-2.616437254,0.008885269,0.096248482,Hmox2
Plekhm3,1345.513834,-0.134076237,0.048512527,-2.763943477,0.005710743,0.070068893,Plekhm3
Uqcrc2,1444.364355,-0.134361234,0.055218064,-2.433093232,0.014970446,0.135853684,Uqcrc2
Rab5if,1372.123655,-0.134522923,0.046276882,-2.906950766,0.003649706,0.050123064,Rab5if
Nt5c,667.5758731,-0.134711404,0.064825748,-2.078105071,0.037699683,0.252693934,Nt5c
Jun,2714.017786,-0.134824797,0.040098198,-3.362246997,0.000773109,0.015211449,Jun
Tiparp,1212.491986,-0.1353368,0.056994727,-2.373966701,0.017598137,0.153624758,Tiparp
Polr2b,914.2448145,-0.136089461,0.060562541,-2.247086942,0.024634471,0.193670118,Polr2b
Araf,1103.046312,-0.136176459,0.05557682,-2.450085091,0.014282246,0.13245191,Araf
Hp1bp3,1685.855016,-0.137026271,0.045284371,-3.026293674,0.002475717,0.037591887,Hp1bp3
Snrnp200,2332.686864,-0.137113567,0.045388268,-3.02084985,0.002520663,0.038053884,Snrnp200
Kpna2,909.2665964,-0.137384171,0.060437841,-2.273629647,0.022988263,0.184719605,Kpna2
Hnrnpab,6145.18707,-0.137486552,0.038023451,-3.6157462,0.000299484,0.006958217,Hnrnpab
Zfp516,1198.61308,-0.138065976,0.052135269,-2.648507973,0.008084794,0.089706303,Zfp516
Pygl,2182.088214,-0.138100677,0.050730036,-2.723363309,0.006462095,0.076702259,Pygl
Arfgap2,627.5664428,-0.138146929,0.07022299,-1.967220816,0.049157759,0.291366541,Arfgap2
Arhgef7,3488.011099,-0.138404389,0.037348552,-3.706074704,0.000210496,0.005127031,Arhgef7
Tbl1x,937.1765023,-0.138731708,0.059530995,-2.33082472,0.019762604,0.166726944,Tbl1x
Eed,870.0680728,-0.139319115,0.056479718,-2.466217269,0.013654848,0.128083843,Eed
Cse1l,956.0514571,-0.139394455,0.054687329,-2.549010932,0.010802891,0.109993076,Cse1l
Qdpr,973.247408,-0.139418381,0.057906726,-2.407436832,0.016064941,0.142818852,Qdpr
Kat2a,916.6909474,-0.140136834,0.063176581,-2.217911798,0.026560847,0.20419189,Kat2a
Tm2d2,1278.329611,-0.140219979,0.050178867,-2.794554432,0.005197129,0.065800173,Tm2d2
Ubr3,1127.734131,-0.140302011,0.056309474,-2.491860182,0.012707605,0.122351548,Ubr3
Polr3e,602.1073414,-0.140835865,0.065386878,-2.153263094,0.031298007,0.227344285,Polr3e
Tmem8,641.8258244,-0.141225921,0.065947405,-2.141461878,0.03223681,0.23058469,Tmem8
Gse1,806.1207399,-0.141480141,0.063582698,-2.224705826,0.026100993,0.201681323,Gse1
Dnajc13,2903.290836,-0.141576304,0.039674841,-3.568368427,0.000359211,0.008060108,Dnajc13
C1qb,16222.18544,-0.141740662,0.031645565,-4.479080818,7.50E-06,0.000291497,C1qb
Slc39a9,1026.289395,-0.141942742,0.056641735,-2.506119754,0.012206427,0.118221005,Slc39a9
Acaa1a,2362.306209,-0.142053389,0.046417748,-3.0604208,0.002210262,0.03443909,Acaa1a
Uvrag,1082.669275,-0.142071132,0.055990286,-2.537264663,0.011172246,0.112013088,Uvrag
Itpripl2,4004.913004,-0.142367882,0.039810888,-3.576248938,0.00034856,0.007888648,Itpripl2
Pigm,602.8476618,-0.142787511,0.06938346,-2.058134749,0.0395772,0.260362525,Pigm
Sp3,1280.089723,-0.143212675,0.053303224,-2.686704913,0.007216067,0.08258458,Sp3
Hyal2,599.67837,-0.143787355,0.073035746,-1.967907392,0.049078694,0.291139524,Hyal2
Mcub,591.9223961,-0.143906932,0.073062194,-1.969651331,0.048878344,0.290345342,Mcub
Cep170,1027.111603,-0.145634694,0.057090502,-2.550773553,0.010748414,0.109779589,Cep170
Ap2a2,1794.492227,-0.145954352,0.041856244,-3.487172735,0.000488156,0.010384409,Ap2a2
Clcn5,932.5955816,-0.146131331,0.056138572,-2.603420462,0.009229868,0.098735315,Clcn5
Sash3,1037.011234,-0.146203329,0.054147825,-2.70079828,0.006917328,0.080358745,Sash3
Fkbp5,652.840782,-0.147229523,0.07355435,-2.002142621,0.045269395,0.278764167,Fkbp5
Psmc2,1642.177931,-0.147431235,0.044552861,-3.308778726,0.000937039,0.017617915,Psmc2
Fam102b,928.1577441,-0.147439116,0.064163318,-2.297631618,0.021582765,0.177295877,Fam102b
Slc7a7,761.9094766,-0.147540372,0.06232415,-2.366389519,0.017962535,0.155572408,Slc7a7
Rdx,1704.827828,-0.147719864,0.04314993,-3.423415295,0.000618395,0.012602567,Rdx
Vps18,3274.388184,-0.149005336,0.039602641,-3.762362964,0.000168316,0.004299428,Vps18
Dpp3,1741.609708,-0.14992024,0.048270184,-3.105974191,0.001896533,0.030381619,Dpp3
Acads,1100.554452,-0.150332951,0.058665636,-2.562373265,0.010395952,0.107351109,Acads
Twf2,1304.08445,-0.151270265,0.052699866,-2.870763136,0.004094822,0.05469781,Twf2
Tubg1,468.944255,-0.151283537,0.075095722,-2.01340712,0.044071817,0.27448531,Tubg1
Amfr,3057.219121,-0.151454684,0.038704627,-3.913099182,9.11E-05,0.002562284,Amfr
Ms4a7,1821.179698,-0.15209801,0.046747742,-3.252433651,0.001144213,0.020681059,Ms4a7
Kat5,479.3760499,-0.152241572,0.075019857,-2.029779078,0.042379001,0.269545355,Kat5
Selplg,2118.333377,-0.152360278,0.041773731,-3.647448387,0.000264857,0.006298898,Selplg
Mvb12b,2129.368543,-0.153602509,0.046115094,-3.331027368,0.000865261,0.016552379,Mvb12b
Hs2st1,924.2906288,-0.153682946,0.059818693,-2.569665727,0.010179669,0.105868556,Hs2st1
Ankrd17,1946.145217,-0.154145673,0.052117947,-2.957561545,0.003100828,0.04440793,Ankrd17
Usf1,658.7360604,-0.154908322,0.07094609,-2.183607321,0.028991115,0.21585203,Usf1
Topbp1,624.1236477,-0.154934307,0.071638975,-2.164197429,0.030449201,0.223449347,Topbp1
2510039O18Rik,2403.210687,-0.155429132,0.042445952,-3.661824952,0.000250425,0.005966488,2510039O18Rik
Sgsm3,539.6551687,-0.156050095,0.074098138,-2.10632476,0.035176152,0.243501477,Sgsm3
Ddx52,551.1108615,-0.156171176,0.069771683,-2.23788793,0.025228364,0.197259077,Ddx52
Rnf216,1038.598762,-0.156206544,0.057428887,-2.720669051,0.006514995,0.077190321,Rnf216
Rasgef1b,1093.660028,-0.156287608,0.057623778,-2.711303656,0.006701922,0.078510205,Rasgef1b
Zmynd8,1470.591136,-0.156691743,0.049781103,-3.147422756,0.001647166,0.027218771,Zmynd8
Furin,2034.088143,-0.15672539,0.044047945,-3.557998017,0.000373692,0.008327996,Furin
Ctbp2,850.5380267,-0.156950324,0.058544029,-2.680876279,0.007342966,0.0836715,Ctbp2
Fzr1,598.3565951,-0.157241302,0.076291744,-2.061363421,0.039268382,0.259044823,Fzr1
Sash1,4047.638117,-0.157515621,0.041306301,-3.813331818,0.000137106,0.003600471,Sash1
Slc22a3,1.920023849,-0.157602284,0.123998658,-2.118558547,0.034127792,NA,Slc22a3
Ppp5c,1498.035083,-0.157706652,0.05345396,-2.949990921,0.003177833,0.045165205,Ppp5c
Tmbim4,945.5311121,-0.158472943,0.055322901,-2.864504795,0.004176618,0.055395148,Tmbim4
Irak4,584.8499824,-0.159247228,0.068154825,-2.337880093,0.019393469,0.164593278,Irak4
Men1,516.4989493,-0.159551525,0.075941686,-2.102078668,0.035546385,0.244682445,Men1
Rab3il1,2321.325603,-0.159555051,0.05039516,-3.166500492,0.001542851,0.025820584,Rab3il1
Prep,1189.51606,-0.159762197,0.060379479,-2.646369699,0.008136084,0.09012278,Prep
Uba1,6216.675476,-0.160090316,0.036177888,-4.425041162,9.64E-06,0.000364132,Uba1
Def6,663.2443053,-0.16011569,0.071669877,-2.234162398,0.02547239,0.19844839,Def6
Plagl2,717.5694243,-0.160245527,0.067783008,-2.365075714,0.018026385,0.156022293,Plagl2
Ap5b1,721.3598262,-0.160314078,0.066125385,-2.42335171,0.01537803,0.138622317,Ap5b1
Mcm6,726.1902979,-0.160553635,0.071240225,-2.255147528,0.02412407,0.190434829,Mcm6
Rbbp4,1869.087411,-0.160611554,0.04783675,-3.357545601,0.000786378,0.015426188,Rbbp4
Fbxo38,949.0043104,-0.161305184,0.058881977,-2.738941061,0.006163742,0.07436607,Fbxo38
Bid,576.5023153,-0.161584442,0.067758525,-2.383469328,0.017150314,0.150628491,Bid
Csnk1a1,4119.573405,-0.161616784,0.031628227,-5.10987665,3.22E-07,1.80E-05,Csnk1a1
E130309D02Rik,699.0045948,-0.161923659,0.066766554,-2.424284614,0.015338579,0.138427507,E130309D02Rik
Rpf1,439.1726331,-0.162214161,0.080286973,-2.0195512,0.043429961,0.273083596,Rpf1
Ncbp3,491.0718095,-0.162504683,0.08210457,-1.97912943,0.047801436,0.286939997,Ncbp3
Cyp20a1,495.9819627,-0.163088399,0.078196074,-2.08548399,0.03702539,0.250043845,Cyp20a1
Pald1,1081.742836,-0.163125399,0.061968898,-2.633553529,0.008449652,0.092811596,Pald1
Strip1,1045.400399,-0.16347579,0.056072819,-2.915390308,0.00355244,0.04900123,Strip1
Washc1,673.5419389,-0.163477894,0.070273382,-2.326403377,0.019997042,0.167867542,Washc1
Cyth1,1828.569017,-0.1640882,0.047564884,-3.449198124,0.000562254,0.011621099,Cyth1
Card9,904.7939106,-0.164300772,0.056865006,-2.889773723,0.003855192,0.052350713,Card9
Lpcat1,961.8845495,-0.164454429,0.061582267,-2.670162585,0.007581453,0.08579219,Lpcat1
Mogs,1137.288902,-0.164652018,0.057688506,-2.854290809,0.004313303,0.056691595,Mogs
Cdc23,498.0902147,-0.164659353,0.081986848,-2.008863954,0.044551564,0.275988124,Cdc23
Irs2,510.6234436,-0.165012185,0.077011362,-2.142481484,0.032154757,0.230249146,Irs2
Ttc27,457.7682111,-0.165727208,0.076807385,-2.15718755,0.030991054,0.226228952,Ttc27
Pnpla6,527.87522,-0.16573719,0.072646527,-2.281040264,0.022546064,0.182739214,Pnpla6
Slc35e1,1212.24764,-0.166017507,0.052004306,-3.193449587,0.001405839,0.024200591,Slc35e1
Rbm26,743.0605207,-0.166142463,0.065314506,-2.543329569,0.010980161,0.111281243,Rbm26
Gm33023,1.207849851,-0.16623208,0.106217267,-1.972290737,0.048576426,NA,Gm33023
Nfam1,4527.392583,-0.16643372,0.038725102,-4.298504959,1.72E-05,0.000602483,Nfam1
Chd9,647.8179574,-0.166542526,0.074381686,-2.239085652,0.025150344,0.196993487,Chd9
B4galt1,2855.004516,-0.167950224,0.03622398,-4.636337715,3.55E-06,0.000156998,B4galt1
Esf1,359.5473695,-0.168136065,0.085045058,-1.976790435,0.048065323,0.287633832,Esf1
Tnip1,792.9202657,-0.168689873,0.062400882,-2.702356941,0.006884981,0.080053935,Tnip1
Sppl2b,583.6757819,-0.169079868,0.072086864,-2.345338704,0.019009802,0.162526406,Sppl2b
Slc52a2,444.1302158,-0.169119246,0.075705935,-2.232857876,0.025558318,0.198645434,Slc52a2
Osbpl8,7802.681167,-0.169206619,0.03902693,-4.335697776,1.45E-05,0.000521641,Osbpl8
Elk1,367.3104384,-0.170891704,0.085270397,-2.003851677,0.045085951,0.27805545,Elk1
Prune2,831.0072697,-0.171073777,0.06588429,-2.596498551,0.00941793,0.100010177,Prune2
Itga6,4743.19613,-0.171213939,0.042013862,-4.075856239,4.58E-05,0.001430375,Itga6
Mvd,789.8912292,-0.172843263,0.074098896,-2.339168601,0.019326709,0.164239429,Mvd
Frmd8,1358.810667,-0.173434428,0.049767687,-3.485375995,0.000491446,0.010429008,Frmd8
Secisbp2l,1496.492271,-0.174879697,0.044992069,-3.887431739,0.00010131,0.002794889,Secisbp2l
Snx20,1314.629513,-0.175545922,0.054153416,-3.241917337,0.001187285,0.021167587,Snx20
Cul9,544.1056242,-0.175646104,0.069666808,-2.521492053,0.011685831,0.115431168,Cul9
Dlg1,860.5306154,-0.176798451,0.05536025,-3.193180826,0.001407148,0.024200591,Dlg1
Xrn2,1243.168896,-0.177224111,0.06359654,-2.786954334,0.005320598,0.066974776,Xrn2
Cacng5,1.378978418,-0.177252906,0.098874523,-2.109235983,0.034924217,NA,Cacng5
