,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Pstpip2,5.12E-161,2.03032899,0.421,0.029,1.37E-156,4,Pstpip2
Tgfbr1.2,2.30E-160,-1.525902093,0.5,0.925,6.17E-156,4,Tgfbr1
Gm35188.3,8.38E-156,-2.423577227,0.177,0.757,2.25E-151,4,Gm35188
Dennd4a.2,1.81E-155,-2.024250653,0.264,0.814,4.86E-151,4,Dennd4a
Samd4,1.43E-151,2.316249389,0.432,0.058,3.83E-147,4,Samd4
Numb.3,4.11E-151,-2.139105062,0.306,0.821,1.10E-146,4,Numb
Eps8,5.24E-151,1.985003978,0.426,0.036,1.41E-146,4,Eps8
Klf12.3,2.61E-147,-2.574496113,0.055,0.623,7.00E-143,4,Klf12
Tmcc1.1,4.88E-144,1.488043178,0.828,0.522,1.31E-139,4,Tmcc1
Stard8,6.01E-144,1.934524891,0.478,0.102,1.61E-139,4,Stard8
Apbb1ip.3,5.62E-141,-1.645357247,0.469,0.884,1.51E-136,4,Apbb1ip
Osbpl9.2,5.24E-140,1.558007167,0.681,0.426,1.41E-135,4,Osbpl9
Lyz2.1,6.06E-138,2.085746676,0.546,0.133,1.63E-133,4,Lyz2
Lrp6.2,3.24E-137,1.617891412,0.607,0.294,8.70E-133,4,Lrp6
Chn2.2,9.92E-136,-1.957930482,0.223,0.771,2.66E-131,4,Chn2
H2-Eb1,4.01E-135,2.37677637,0.303,0.034,1.08E-130,4,H2-Eb1
Ms4a6c,5.57E-132,1.783173667,0.441,0.056,1.49E-127,4,Ms4a6c
Magi1.2,2.03E-131,-2.07889305,0.144,0.698,5.45E-127,4,Magi1
Nrg2,9.19E-131,1.831793012,0.338,0.026,2.46E-126,4,Nrg2
Vcam1,1.96E-129,1.972265814,0.297,0.018,5.27E-125,4,Vcam1
Hdac9.1,2.11E-127,1.461917223,0.836,0.624,5.67E-123,4,Hdac9
Cmah,9.54E-125,1.624007162,0.262,0.006,2.56E-120,4,Cmah
Mertk.3,3.01E-123,-1.380854048,0.672,0.93,8.07E-119,4,Mertk
Eps15.3,2.68E-122,1.532769439,0.64,0.304,7.20E-118,4,Eps15
Arhgap5.3,2.92E-122,-1.987353285,0.231,0.74,7.83E-118,4,Arhgap5
Ms4a6b,2.34E-121,1.82459675,0.456,0.065,6.29E-117,4,Ms4a6b
E230029C05Rik.3,4.14E-121,-1.85095915,0.242,0.758,1.11E-116,4,E230029C05Rik
Snx2.1,6.86E-118,1.48552494,0.592,0.311,1.84E-113,4,Snx2
Clcn5,8.73E-118,1.781837778,0.491,0.136,2.34E-113,4,Clcn5
Cd74.1,1.02E-116,2.626739562,0.373,0.125,2.74E-112,4,Cd74
Neat1.3,1.62E-116,1.646243774,0.67,0.296,4.36E-112,4,Neat1
Adgre1,4.95E-116,1.540523313,0.699,0.353,1.33E-111,4,Adgre1
Itgb5.1,1.37E-115,-1.611586678,0.334,0.806,3.67E-111,4,Itgb5
Colec12,2.69E-115,2.546495543,0.36,0.04,7.21E-111,4,Colec12
Plekhg5,2.85E-115,1.814035538,0.391,0.074,7.65E-111,4,Plekhg5
Mtss1,2.23E-113,1.74167108,0.555,0.189,5.97E-109,4,Mtss1
Ctsc.3,3.49E-111,1.533850747,0.688,0.363,9.36E-107,4,Ctsc
Maf.1,1.19E-109,1.395362533,0.705,0.43,3.20E-105,4,Maf
Adam33,1.96E-107,1.73701734,0.319,0.024,5.26E-103,4,Adam33
Mcc,2.35E-106,1.780041236,0.275,0.021,6.32E-102,4,Mcc
H2-Aa,2.92E-104,2.086402873,0.282,0.046,7.85E-100,4,H2-Aa
Ctsd.3,6.25E-104,-1.73450228,0.325,0.779,1.68E-99,4,Ctsd
Cp,1.07E-103,1.778024723,0.448,0.116,2.87E-99,4,Cp
Msr1,7.50E-103,1.40622054,0.26,0.014,2.01E-98,4,Msr1
Qk.3,8.04E-103,-1.093576317,0.784,0.944,2.16E-98,4,Qk
Dclre1c.2,1.46E-102,1.503787114,0.574,0.252,3.91E-98,4,Dclre1c
Ext1.3,2.10E-102,1.434767103,0.779,0.45,5.63E-98,4,Ext1
Asph.1,2.95E-102,-1.837315303,0.151,0.637,7.92E-98,4,Asph
Tgfbi,2.02E-100,1.571481687,0.317,0.03,5.43E-96,4,Tgfbi
Tbc1d4,2.80E-99,1.709987032,0.511,0.195,7.50E-95,4,Tbc1d4
Large1.2,3.64E-99,-1.520014768,0.328,0.78,9.77E-95,4,Large1
Nfxl1,3.85E-99,1.511239418,0.474,0.169,1.03E-94,4,Nfxl1
H2-Ab1,4.25E-98,1.981808732,0.277,0.053,1.14E-93,4,H2-Ab1
Ifitm10.2,5.97E-97,-1.879855309,0.142,0.615,1.60E-92,4,Ifitm10
Itga4,1.17E-96,1.468413071,0.404,0.056,3.14E-92,4,Itga4
Lhfpl2.2,1.95E-96,-1.737849554,0.111,0.588,5.22E-92,4,Lhfpl2
Cx3cr1.3,3.33E-95,-1.456857781,0.328,0.773,8.95E-91,4,Cx3cr1
Atrnl1.1,4.47E-95,1.642983831,0.517,0.178,1.20E-90,4,Atrnl1
Arhgap18,5.46E-95,1.65074099,0.476,0.138,1.47E-90,4,Arhgap18
Bank1,1.90E-94,1.745309188,0.561,0.168,5.10E-90,4,Bank1
Foxp1.2,1.36E-92,1.150520679,0.854,0.652,3.66E-88,4,Foxp1
Apbb2.2,2.05E-92,-1.928535791,0.151,0.612,5.49E-88,4,Apbb2
Fgf13.3,4.09E-92,-2.167802307,0.124,0.592,1.10E-87,4,Fgf13
Selplg.3,1.15E-91,-1.933472737,0.135,0.589,3.07E-87,4,Selplg
Cybb.1,1.92E-91,1.608599768,0.391,0.062,5.15E-87,4,Cybb
Reps2,1.12E-90,1.591172838,0.376,0.068,3.00E-86,4,Reps2
Lifr,2.53E-90,1.556601913,0.533,0.186,6.79E-86,4,Lifr
Csf3r.1,2.44E-89,-1.519984551,0.317,0.741,6.55E-85,4,Csf3r
Ap2a2,3.83E-89,1.492395389,0.472,0.14,1.03E-84,4,Ap2a2
Malat1.1,1.90E-88,0.535212137,1,1,5.09E-84,4,Malat1
5033421B08Rik,6.25E-87,1.688249813,0.356,0.074,1.68E-82,4,5033421B08Rik
Sparc.3,1.25E-86,-1.851219877,0.017,0.406,3.37E-82,4,Sparc
Dst.1,1.43E-85,-1.105824774,0.544,0.876,3.85E-81,4,Dst
Inpp5d.2,3.11E-84,-0.893404973,0.849,0.961,8.36E-80,4,Inpp5d
Gas6,1.30E-83,1.500774393,0.391,0.086,3.49E-79,4,Gas6
Cadm1.1,1.56E-83,-1.433901355,0.266,0.708,4.17E-79,4,Cadm1
Ptprk,2.72E-83,1.615242304,0.277,0.034,7.29E-79,4,Ptprk
Pde3b.3,5.04E-83,-1.283191807,0.491,0.847,1.35E-78,4,Pde3b
Gm46367.3,5.93E-82,-1.836744179,0.109,0.528,1.59E-77,4,Gm46367
Arhgap24.2,1.11E-81,-1.437154701,0.116,0.55,2.99E-77,4,Arhgap24
Sall1.3,2.58E-80,-1.758942492,0.015,0.374,6.93E-76,4,Sall1
Slc24a3.3,1.17E-79,-1.869896212,0.083,0.496,3.14E-75,4,Slc24a3
Iqgap1,1.18E-79,1.408411015,0.389,0.072,3.17E-75,4,Iqgap1
Zeb1.2,1.60E-79,-1.398230424,0.205,0.646,4.30E-75,4,Zeb1
Slc1a3.1,1.68E-79,-1.853188873,0.061,0.458,4.51E-75,4,Slc1a3
Macf1.1,3.10E-79,-0.876162969,0.749,0.947,8.32E-75,4,Macf1
Siglech.3,1.47E-78,-1.593624661,0.207,0.641,3.96E-74,4,Siglech
Capn3.2,4.26E-78,-1.786424083,0.044,0.427,1.14E-73,4,Capn3
Cd9.2,7.82E-78,-1.815914473,0.098,0.509,2.10E-73,4,Cd9
Anxa3.2,3.07E-77,-1.538818485,0.205,0.622,8.23E-73,4,Anxa3
Gm4951.1,6.74E-77,1.516785628,0.485,0.146,1.81E-72,4,Gm4951
Dock4.3,2.24E-76,-0.880509419,0.83,0.947,6.01E-72,4,Dock4
A830008E24Rik.3,4.50E-76,-1.926033405,0.02,0.374,1.21E-71,4,A830008E24Rik
Hip1,5.32E-76,1.325953169,0.384,0.069,1.43E-71,4,Hip1
4933406I18Rik.3,9.36E-76,-1.435622087,0.334,0.733,2.51E-71,4,4933406I18Rik
Ifi207.1,1.84E-75,1.403888101,0.461,0.116,4.95E-71,4,Ifi207
Gm50035.3,1.14E-74,-1.665194842,0.046,0.421,3.05E-70,4,Gm50035
Nrp1.3,1.17E-74,1.195237236,0.773,0.524,3.15E-70,4,Nrp1
Golm1.3,1.59E-74,-1.655665204,0.068,0.458,4.27E-70,4,Golm1
Lair1.1,6.03E-74,-1.223645057,0.349,0.746,1.62E-69,4,Lair1
Myof,3.88E-73,1.253064734,0.258,0.026,1.04E-68,4,Myof
Gm12353.1,8.38E-73,1.432115526,0.504,0.227,2.25E-68,4,Gm12353
8030442B05Rik.3,1.30E-72,-1.864622677,0.039,0.405,3.48E-68,4,8030442B05Rik
Kcnma1.2,1.46E-72,-1.6698198,0.151,0.556,3.93E-68,4,Kcnma1
Lpcat2.2,1.31E-71,-1.263118654,0.371,0.745,3.51E-67,4,Lpcat2
St8sia4,3.51E-71,1.525700475,0.402,0.11,9.41E-67,4,St8sia4
Bin1.2,3.12E-70,-1.297670448,0.369,0.736,8.37E-66,4,Bin1
Cdh23.3,9.73E-70,-1.651245374,0.135,0.533,2.61E-65,4,Cdh23
Rtn4rl1.3,1.80E-69,-1.652009791,0.05,0.409,4.83E-65,4,Rtn4rl1
Pla2g7,3.98E-69,1.311654812,0.279,0.044,1.07E-64,4,Pla2g7
Clec2d,1.18E-68,1.306255172,0.354,0.07,3.16E-64,4,Clec2d
4930517O19Rik.3,1.01E-67,-1.638091351,0.015,0.338,2.71E-63,4,4930517O19Rik
Snx8.1,3.28E-67,1.294463749,0.467,0.18,8.79E-63,4,Snx8
Pvt1.2,3.49E-67,-1.287147779,0.212,0.619,9.37E-63,4,Pvt1
Mlxipl.2,6.64E-67,-1.496307299,0.015,0.336,1.78E-62,4,Mlxipl
Ddx60.2,1.44E-66,1.490627737,0.469,0.21,3.85E-62,4,Ddx60
Gtf2h2.3,1.73E-66,-1.496911977,0.098,0.476,4.65E-62,4,Gtf2h2
Sbf2,9.20E-66,0.923802289,0.721,0.601,2.47E-61,4,Sbf2
Herc2.2,1.85E-65,-1.315182636,0.273,0.655,4.97E-61,4,Herc2
Phyhd1.3,3.02E-65,-1.334550767,0.218,0.611,8.10E-61,4,Phyhd1
App.2,1.46E-64,1.231274023,0.616,0.37,3.93E-60,4,App
Maml3.3,2.02E-64,-1.052023394,0.594,0.872,5.43E-60,4,Maml3
Raph1,2.20E-64,1.269753531,0.332,0.072,5.89E-60,4,Raph1
Oas2,1.83E-63,1.268731895,0.269,0.045,4.91E-59,4,Oas2
Abi3.2,6.95E-63,-1.464405391,0.076,0.431,1.87E-58,4,Abi3
Serpine2.2,8.66E-63,-1.62263841,0.039,0.369,2.32E-58,4,Serpine2
Srgap2.3,2.30E-62,-0.841497785,0.845,0.955,6.18E-58,4,Srgap2
Fnbp1.2,1.84E-60,0.97251974,0.771,0.58,4.93E-56,4,Fnbp1
Mylip.1,2.62E-59,-1.340017343,0.172,0.545,7.03E-55,4,Mylip
Gab3.1,1.11E-58,1.277813639,0.432,0.173,2.98E-54,4,Gab3
Mdfic.2,2.27E-58,1.278262437,0.426,0.131,6.08E-54,4,Mdfic
Selenop,7.19E-58,1.285499627,0.404,0.159,1.93E-53,4,Selenop
Igf1.1,3.13E-57,1.376580144,0.354,0.084,8.39E-53,4,Igf1
Zeb2.2,3.33E-57,0.816338098,0.959,0.915,8.93E-53,4,Zeb2
Cux1.1,5.86E-57,-1.118747656,0.424,0.733,1.57E-52,4,Cux1
Sipa1l2.3,7.46E-57,-1.238508965,0.26,0.624,2.00E-52,4,Sipa1l2
Basp1.1,9.21E-57,-1.269596997,0.181,0.55,2.47E-52,4,Basp1
9130015G15Rik.2,1.58E-55,-1.366984194,0.013,0.286,4.25E-51,4,9130015G15Rik
Soga1.2,1.98E-55,-1.32396025,0.162,0.518,5.31E-51,4,Soga1
Col27a1.2,2.20E-55,-1.48265412,0.031,0.324,5.91E-51,4,Col27a1
Dip2b.2,7.02E-55,-0.977474262,0.528,0.817,1.88E-50,4,Dip2b
Pitpnc1.2,8.54E-55,-1.223592373,0.443,0.753,2.29E-50,4,Pitpnc1
Cacnb2.3,4.65E-54,-1.620100983,0.157,0.495,1.25E-49,4,Cacnb2
Nav1,7.37E-54,1.177499953,0.467,0.207,1.98E-49,4,Nav1
Gm10790.3,1.25E-53,-1.235077493,0.277,0.636,3.36E-49,4,Gm10790
Mlph.3,8.22E-53,-1.368879773,0.013,0.277,2.21E-48,4,Mlph
Arhgap10,3.59E-52,1.107312433,0.26,0.044,9.64E-48,4,Arhgap10
Il16,9.16E-52,1.150488207,0.251,0.047,2.46E-47,4,Il16
Smap2.1,1.94E-51,-1.077111736,0.371,0.699,5.21E-47,4,Smap2
Ikzf1.2,2.63E-51,-0.9232299,0.585,0.842,7.07E-47,4,Ikzf1
Sdk1.3,3.29E-51,-1.551819737,0.033,0.315,8.83E-47,4,Sdk1
Whrn.2,4.37E-51,-1.392858618,0.031,0.309,1.17E-46,4,Whrn
Enox2.1,1.07E-50,1.143701583,0.552,0.276,2.88E-46,4,Enox2
Txnip,1.32E-50,1.170656598,0.358,0.112,3.53E-46,4,Txnip
Rbms1,1.14E-49,1.163054079,0.417,0.166,3.06E-45,4,Rbms1
Ifi213,2.80E-49,1.313779981,0.308,0.069,7.50E-45,4,Ifi213
Ptprm.1,3.24E-49,-0.911708566,0.266,0.615,8.68E-45,4,Ptprm
Peak1.3,1.10E-48,1.037516504,0.585,0.337,2.94E-44,4,Peak1
Mgat4a.3,1.41E-48,-1.158225326,0.253,0.592,3.77E-44,4,Mgat4a
Fam102b.3,1.42E-48,-1.415704056,0.129,0.441,3.81E-44,4,Fam102b
Chd7.2,3.07E-48,-1.093041417,0.288,0.623,8.24E-44,4,Chd7
Rbbp8,6.21E-48,1.165158813,0.303,0.074,1.67E-43,4,Rbbp8
Fat3.2,9.17E-48,-1.410986131,0.096,0.408,2.46E-43,4,Fat3
Cfh.3,1.05E-47,0.709590656,0.659,0.644,2.82E-43,4,Cfh
Cpq.1,1.62E-47,1.191412117,0.4,0.138,4.34E-43,4,Cpq
Tnfaip8.2,3.10E-47,1.085809343,0.52,0.254,8.33E-43,4,Tnfaip8
Negr1,1.37E-46,1.522728648,0.328,0.133,3.69E-42,4,Negr1
Tjp1.2,1.93E-46,-1.197432101,0.079,0.377,5.18E-42,4,Tjp1
Etv1,8.38E-46,1.212223159,0.321,0.124,2.25E-41,4,Etv1
Ubash3b.2,9.90E-46,-0.979700053,0.515,0.783,2.66E-41,4,Ubash3b
Gm16337.2,1.25E-45,-1.299855824,0.116,0.419,3.35E-41,4,Gm16337
Fcgr2b.1,3.11E-45,1.093214398,0.393,0.173,8.33E-41,4,Fcgr2b
Extl3.1,3.48E-45,-0.997526395,0.21,0.542,9.33E-41,4,Extl3
Inpp4b.1,5.37E-45,-0.833685026,0.675,0.873,1.44E-40,4,Inpp4b
Gpr34.3,2.75E-44,-1.226074536,0.179,0.496,7.39E-40,4,Gpr34
Ly86.1,4.57E-44,-1.113034614,0.657,0.829,1.23E-39,4,Ly86
Cacna1a.2,4.83E-44,-1.439390024,0.166,0.469,1.30E-39,4,Cacna1a
Lrp1.1,8.68E-44,-1.065437987,0.282,0.601,2.33E-39,4,Lrp1
Frmd4b.1,1.36E-43,0.72875409,0.878,0.822,3.66E-39,4,Frmd4b
Cyp27a1,1.76E-43,1.089907728,0.376,0.133,4.73E-39,4,Cyp27a1
Dmxl1.2,2.94E-43,0.928709012,0.627,0.4,7.89E-39,4,Dmxl1
Sirpa.2,5.13E-43,-0.936029943,0.561,0.785,1.38E-38,4,Sirpa
Ivns1abp.3,9.88E-43,-1.003462082,0.434,0.729,2.65E-38,4,Ivns1abp
Lrmda.2,2.30E-42,-0.714309568,0.847,0.911,6.18E-38,4,Lrmda
Nr6a1.2,4.41E-42,-1.176973696,0.212,0.525,1.18E-37,4,Nr6a1
F11r.2,8.26E-42,-1.067271317,0.114,0.409,2.22E-37,4,F11r
St3gal5.2,8.29E-42,-1.176863594,0.07,0.344,2.22E-37,4,St3gal5
Cst3.3,1.66E-41,-1.09808121,0.651,0.853,4.45E-37,4,Cst3
Smad7.1,2.84E-41,-1.112220898,0.061,0.327,7.61E-37,4,Smad7
Ank2.1,3.62E-41,-0.96752935,0.382,0.683,9.72E-37,4,Ank2
Syngr1.2,4.23E-41,-1.169503538,0.098,0.379,1.13E-36,4,Syngr1
Lysmd4.2,6.35E-41,-0.812035598,0.515,0.789,1.70E-36,4,Lysmd4
Havcr2.1,7.06E-41,-1.132909432,0.129,0.423,1.90E-36,4,Havcr2
Dock1,8.84E-41,0.885369809,0.57,0.37,2.37E-36,4,Dock1
Gm26740.3,1.58E-40,0.954192259,0.614,0.376,4.25E-36,4,Gm26740
Tmcc3.1,1.68E-40,-0.444639085,0.762,0.936,4.50E-36,4,Tmcc3
Ms4a6d,4.25E-40,1.010740335,0.317,0.106,1.14E-35,4,Ms4a6d
Samhd1.2,7.20E-40,1.089984499,0.448,0.221,1.93E-35,4,Samhd1
Ehd4.2,3.19E-39,0.916233152,0.535,0.341,8.55E-35,4,Ehd4
Nrros.1,5.03E-39,0.876372313,0.605,0.424,1.35E-34,4,Nrros
Cltc,5.64E-39,0.784968504,0.642,0.491,1.51E-34,4,Cltc
Immp2l.1,7.29E-39,1.013839591,0.67,0.44,1.96E-34,4,Immp2l
Itgam.2,8.72E-39,-1.04044374,0.277,0.576,2.34E-34,4,Itgam
Atp2b1.2,9.45E-39,0.752191522,0.797,0.647,2.54E-34,4,Atp2b1
Chst11.2,1.38E-38,-1.273809744,0.096,0.367,3.72E-34,4,Chst11
Rasal2,9.12E-38,0.870891627,0.467,0.365,2.45E-33,4,Rasal2
Lilrb4a.2,1.02E-37,1.018263982,0.456,0.19,2.73E-33,4,Lilrb4a
Bin2.2,1.06E-37,-1.140564066,0.133,0.412,2.86E-33,4,Bin2
Fmnl3.1,1.46E-37,-1.012147495,0.17,0.462,3.91E-33,4,Fmnl3
Rasal3,1.87E-37,-1.071305887,0.037,0.266,5.03E-33,4,Rasal3
Fgd4.2,2.16E-37,0.864929984,0.474,0.334,5.79E-33,4,Fgd4
Bbs9.3,2.86E-37,-1.148048359,0.234,0.523,7.68E-33,4,Bbs9
Gm16599.1,2.28E-36,-1.095612642,0.194,0.477,6.11E-32,4,Gm16599
Cd180.1,2.41E-36,-1.042698751,0.253,0.544,6.46E-32,4,Cd180
Ripor2,2.43E-36,1.099033067,0.362,0.144,6.52E-32,4,Ripor2
Man2a1,2.46E-36,1.007882322,0.378,0.171,6.60E-32,4,Man2a1
Hacd4,2.62E-36,0.985189041,0.253,0.079,7.02E-32,4,Hacd4
Exoc6b,2.86E-36,0.814982105,0.664,0.482,7.68E-32,4,Exoc6b
Rftn1.3,3.58E-36,0.909738275,0.594,0.327,9.62E-32,4,Rftn1
Pros1.1,5.79E-36,-1.061069126,0.194,0.481,1.55E-31,4,Pros1
Sh3pxd2b.1,8.36E-36,0.972468502,0.262,0.083,2.24E-31,4,Sh3pxd2b
Stk17b,8.53E-36,1.000385089,0.255,0.068,2.29E-31,4,Stk17b
0610040J01Rik.3,3.11E-35,-1.024956471,0.266,0.549,8.35E-31,4,0610040J01Rik
Myo1e.3,1.36E-34,-1.502592881,0.124,0.386,3.66E-30,4,Myo1e
Rasgrp3.2,1.63E-34,-0.962669761,0.36,0.636,4.37E-30,4,Rasgrp3
Samsn1.1,2.08E-34,-1.037860704,0.116,0.378,5.59E-30,4,Samsn1
Trem2.2,2.63E-34,-1.056286987,0.179,0.449,7.06E-30,4,Trem2
Rgl1.1,3.17E-34,0.989319328,0.402,0.25,8.49E-30,4,Rgl1
Snx6.1,4.06E-34,0.921029201,0.469,0.296,1.09E-29,4,Snx6
Herc4.1,4.34E-34,0.821771049,0.587,0.399,1.16E-29,4,Herc4
Ptgs1.3,5.02E-34,-1.073500966,0.107,0.364,1.35E-29,4,Ptgs1
Tns1.1,1.26E-33,-0.99895619,0.068,0.304,3.37E-29,4,Tns1
Apoe.2,1.27E-33,0.956194753,0.485,0.248,3.42E-29,4,Apoe
Ppcdc.3,2.24E-33,-0.990486154,0.192,0.464,6.02E-29,4,Ppcdc
Slc12a2.2,7.17E-33,-1.112858423,0.1,0.344,1.92E-28,4,Slc12a2
P2ry12.3,8.51E-33,-0.906118695,0.426,0.686,2.28E-28,4,P2ry12
Mef2a.2,3.47E-32,-0.474986827,0.83,0.946,9.30E-28,4,Mef2a
Tbc1d16.2,5.73E-32,-1.016433603,0.155,0.416,1.54E-27,4,Tbc1d16
Evl.1,9.50E-32,-0.927534258,0.282,0.549,2.55E-27,4,Evl
Zfp532.1,1.12E-31,-0.932528683,0.083,0.318,3.00E-27,4,Zfp532
Ctss.1,1.65E-31,-0.715351828,0.541,0.768,4.42E-27,4,Ctss
Vsir.3,2.11E-31,-0.976624851,0.227,0.491,5.65E-27,4,Vsir
Scoc.3,2.90E-31,-1.019536187,0.094,0.329,7.79E-27,4,Scoc
Arhgap39.2,4.50E-31,-0.845069406,0.362,0.627,1.21E-26,4,Arhgap39
Elmo1.3,5.43E-31,-0.615567332,0.919,0.967,1.46E-26,4,Elmo1
Abca9.2,6.16E-31,0.755188904,0.631,0.484,1.65E-26,4,Abca9
Dpy19l4.1,6.21E-31,-0.911319583,0.201,0.469,1.67E-26,4,Dpy19l4
Cd81.3,1.09E-30,-0.937185246,0.19,0.452,2.93E-26,4,Cd81
Plxdc1.1,1.23E-30,-0.978763847,0.085,0.317,3.30E-26,4,Plxdc1
Rcbtb2.2,1.60E-30,-0.832122839,0.172,0.434,4.29E-26,4,Rcbtb2
Tns3.1,1.72E-30,-0.754616046,0.493,0.726,4.62E-26,4,Tns3
Fam129a.1,1.94E-30,0.970458503,0.332,0.186,5.20E-26,4,Fam129a
Mafb.1,2.34E-30,-0.994290048,0.087,0.318,6.28E-26,4,Mafb
Lgmn.3,2.52E-30,-0.67404468,0.541,0.779,6.76E-26,4,Lgmn
Gm31243,2.62E-30,1.001889513,0.297,0.097,7.03E-26,4,Gm31243
Itpr2.2,3.00E-30,-0.757545015,0.376,0.644,8.05E-26,4,Itpr2
Specc1.2,3.14E-30,-0.720952493,0.432,0.694,8.42E-26,4,Specc1
Pdlim5,3.67E-30,0.910599411,0.397,0.196,9.84E-26,4,Pdlim5
Acaca.3,1.30E-29,-1.207586023,0.133,0.359,3.49E-25,4,Acaca
Map4.1,1.85E-29,-0.80817581,0.341,0.606,4.96E-25,4,Map4
Mir99ahg.1,2.11E-29,-0.473345445,0.694,0.891,5.66E-25,4,Mir99ahg
Plcl2.2,2.41E-29,-0.688064902,0.609,0.805,6.48E-25,4,Plcl2
Phf14.3,2.79E-29,-0.779210765,0.406,0.659,7.48E-25,4,Phf14
Prkag2.1,2.84E-29,0.851798039,0.395,0.201,7.62E-25,4,Prkag2
Zdhhc14.2,5.04E-29,0.835873138,0.52,0.398,1.35E-24,4,Zdhhc14
Map4k4.2,6.45E-29,-0.772883228,0.365,0.621,1.73E-24,4,Map4k4
Asap1.1,1.06E-28,-0.633848136,0.655,0.832,2.84E-24,4,Asap1
Blnk.1,2.60E-28,-0.733353716,0.415,0.667,6.97E-24,4,Blnk
Irf8.1,5.50E-28,-0.7959687,0.251,0.51,1.48E-23,4,Irf8
Arl15,8.85E-28,-0.762569407,0.393,0.644,2.38E-23,4,Arl15
Abhd12.1,9.85E-28,-0.748277689,0.59,0.762,2.64E-23,4,Abhd12
Rptor.3,1.06E-27,-0.74629451,0.426,0.667,2.85E-23,4,Rptor
Plxna4.3,1.72E-27,-0.987560099,0.26,0.511,4.61E-23,4,Plxna4
Hps4.3,3.74E-27,-0.877003032,0.162,0.402,1.00E-22,4,Hps4
Epsti1.3,4.09E-27,0.769344128,0.596,0.403,1.10E-22,4,Epsti1
Wdfy3,6.30E-27,0.585580319,0.723,0.625,1.69E-22,4,Wdfy3
Rgs10.3,8.38E-27,-0.870105892,0.269,0.511,2.25E-22,4,Rgs10
5330438D12Rik.2,1.26E-26,-0.778361153,0.397,0.638,3.38E-22,4,5330438D12Rik
Atp6v0a1.3,1.32E-26,0.686190864,0.642,0.51,3.53E-22,4,Atp6v0a1
E2f3.3,1.79E-26,-0.960595864,0.155,0.378,4.81E-22,4,E2f3
Dapk1,2.18E-26,0.915483545,0.279,0.162,5.85E-22,4,Dapk1
Ptk2b.1,2.78E-26,-0.707539956,0.223,0.471,7.46E-22,4,Ptk2b
Spata13,3.86E-26,-0.906064947,0.072,0.274,1.04E-21,4,Spata13
Uvrag,4.04E-26,0.603103255,0.753,0.644,1.08E-21,4,Uvrag
Pwwp2a.2,5.08E-26,-0.863744652,0.26,0.502,1.36E-21,4,Pwwp2a
Tm6sf1.2,6.22E-26,0.787121508,0.496,0.296,1.67E-21,4,Tm6sf1
Kif21b.2,6.69E-26,-0.928024216,0.109,0.323,1.80E-21,4,Kif21b
Gnaq.2,6.91E-26,0.538680005,0.871,0.794,1.86E-21,4,Gnaq
Tgfa.2,1.18E-25,-0.902949827,0.085,0.291,3.16E-21,4,Tgfa
Alpk1.1,1.70E-25,0.857357198,0.31,0.157,4.56E-21,4,Alpk1
Akt3.2,2.12E-25,-0.66521769,0.286,0.536,5.68E-21,4,Akt3
Zfhx3.3,2.21E-25,-0.61290003,0.817,0.911,5.93E-21,4,Zfhx3
Nuak1.2,2.46E-25,-0.819125477,0.194,0.434,6.60E-21,4,Nuak1
Gm15283.3,3.32E-25,-1.131216432,0.118,0.311,8.90E-21,4,Gm15283
Dennd1b.1,3.85E-25,0.726126922,0.524,0.354,1.03E-20,4,Dennd1b
Tmem135.3,6.22E-25,-0.774722755,0.367,0.6,1.67E-20,4,Tmem135
2610507B11Rik,7.03E-25,0.774732064,0.31,0.136,1.89E-20,4,2610507B11Rik
Swap70,1.26E-24,0.786796295,0.341,0.178,3.38E-20,4,Swap70
Rapgef2.1,1.77E-24,0.726545653,0.555,0.365,4.74E-20,4,Rapgef2
Fcho2.1,3.96E-24,0.568734007,0.727,0.607,1.06E-19,4,Fcho2
Cyfip1.2,4.82E-24,-0.690372769,0.528,0.711,1.29E-19,4,Cyfip1
Rnf169.1,4.98E-24,0.668427629,0.616,0.492,1.34E-19,4,Rnf169
Itga6.3,5.23E-24,-0.873839425,0.249,0.483,1.40E-19,4,Itga6
Zfp36l1,6.87E-24,0.856597535,0.36,0.214,1.84E-19,4,Zfp36l1
Ifi204.1,8.36E-24,0.883275981,0.354,0.172,2.24E-19,4,Ifi204
Foxn3.2,1.10E-23,-0.433848526,0.766,0.909,2.96E-19,4,Foxn3
Wdfy2.2,1.36E-23,0.703327807,0.574,0.411,3.64E-19,4,Wdfy2
Nos1ap.2,1.48E-23,-0.930130167,0.114,0.318,3.98E-19,4,Nos1ap
Irak2.1,2.13E-23,-0.653782076,0.354,0.594,5.71E-19,4,Irak2
Slco2b1.3,2.88E-23,-0.638933723,0.502,0.72,7.73E-19,4,Slco2b1
Actr3.3,4.85E-23,0.712973489,0.52,0.36,1.30E-18,4,Actr3
Tpk1,5.53E-23,0.82627274,0.312,0.163,1.48E-18,4,Tpk1
Adcy9.1,5.93E-23,0.703540804,0.417,0.312,1.59E-18,4,Adcy9
Ctsl.2,9.80E-23,-0.834951739,0.124,0.331,2.63E-18,4,Ctsl
Usp12.2,1.16E-22,-0.827319597,0.229,0.453,3.11E-18,4,Usp12
