,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Lmf1,8.11E-71,0.132632722,0.266,0.107,2.18E-66,5,Lmf1
Fam117b,8.24E-71,0.303278826,0.412,0.172,2.21E-66,5,Fam117b
Vps8.2,8.69E-71,-0.375399693,0.635,0.512,2.33E-66,5,Vps8
Srsf11,8.85E-71,-0.171757262,0.564,0.393,2.37E-66,5,Srsf11
Picalm.2,1.09E-70,-0.584768271,0.617,0.572,2.93E-66,5,Picalm
Pxk,1.12E-70,-0.131614113,0.376,0.233,3.00E-66,5,Pxk
Acaca.2,1.14E-70,-0.438900446,0.7,0.582,3.05E-66,5,Acaca
Kctd13.3,1.14E-70,-1.180180491,0.268,0.461,3.06E-66,5,Kctd13
Hnrnpa3,1.19E-70,-0.293436722,0.391,0.291,3.19E-66,5,Hnrnpa3
Taf3,1.25E-70,-0.173800218,0.313,0.184,3.36E-66,5,Taf3
Phf20l1,1.41E-70,0.103081636,0.644,0.382,3.79E-66,5,Phf20l1
Cacna2d1.3,1.61E-70,0.481398128,0.602,0.261,4.32E-66,5,Cacna2d1
Cul1,1.65E-70,0.155872194,0.611,0.347,4.43E-66,5,Cul1
Galnt2,1.80E-70,0.121712936,0.396,0.195,4.83E-66,5,Galnt2
Fam184a,1.96E-70,0.103374831,0.28,0.113,5.26E-66,5,Fam184a
Kansl1l,2.20E-70,-0.122851528,0.696,0.477,5.89E-66,5,Kansl1l
Rab2a.1,2.44E-70,-0.113017115,0.526,0.345,6.55E-66,5,Rab2a
Dph6,2.54E-70,0.203239974,0.289,0.104,6.82E-66,5,Dph6
Ankhd1.2,2.62E-70,-0.153310177,0.617,0.423,7.04E-66,5,Ankhd1
Elf1,2.71E-70,0.287174088,0.474,0.215,7.28E-66,5,Elf1
Setd7.1,3.00E-70,-0.174856828,0.347,0.224,8.04E-66,5,Setd7
Med15,3.37E-70,0.116201783,0.36,0.171,9.05E-66,5,Med15
A330076H08Rik.1,3.43E-70,0.264540191,0.425,0.19,9.20E-66,5,A330076H08Rik
Phldb1.2,4.01E-70,0.770140234,0.966,0.773,1.08E-65,5,Phldb1
Eif4h,4.52E-70,-0.129478915,0.34,0.211,1.21E-65,5,Eif4h
Fbxl3,4.77E-70,-0.236216711,0.306,0.21,1.28E-65,5,Fbxl3
Cmss1.1,5.05E-70,-0.127632083,0.673,0.474,1.35E-65,5,Cmss1
Vps13a,5.94E-70,-0.119373804,0.322,0.188,1.59E-65,5,Vps13a
Rbpj,6.46E-70,0.367035101,0.36,0.128,1.73E-65,5,Rbpj
Setx,6.81E-70,-0.141603387,0.338,0.204,1.83E-65,5,Setx
C2cd5,8.33E-70,-0.133151449,0.445,0.293,2.24E-65,5,C2cd5
Supt20,8.57E-70,-0.234213632,0.306,0.208,2.30E-65,5,Supt20
Ttc3,9.22E-70,-0.24087633,0.51,0.359,2.47E-65,5,Ttc3
Rnf38,9.85E-70,-0.217772946,0.367,0.24,2.64E-65,5,Rnf38
Arhgef11.1,1.10E-69,0.166477153,0.506,0.26,2.96E-65,5,Arhgef11
Lrp1b.3,1.14E-69,-0.562048266,0.957,0.99,3.05E-65,5,Lrp1b
Creb3l2,1.33E-69,0.403389206,0.407,0.157,3.58E-65,5,Creb3l2
Spop,1.34E-69,0.331372471,0.687,0.365,3.59E-65,5,Spop
Aatf,1.41E-69,-0.108185324,0.327,0.191,3.77E-65,5,Aatf
Hmg20a,1.54E-69,-0.107609832,0.414,0.257,4.13E-65,5,Hmg20a
Srpk3,1.60E-69,0.154760695,0.298,0.129,4.29E-65,5,Srpk3
Ube3a,1.75E-69,-0.364410042,0.465,0.352,4.68E-65,5,Ube3a
Snx32,1.76E-69,0.12290535,0.412,0.211,4.71E-65,5,Snx32
Fbxw8,1.89E-69,0.173630113,0.284,0.109,5.08E-65,5,Fbxw8
Nod1,1.95E-69,0.213430639,0.257,0.087,5.24E-65,5,Nod1
Gpr137c,1.99E-69,0.545250482,0.506,0.196,5.33E-65,5,Gpr137c
Fbxo32,2.14E-69,0.162022027,0.452,0.233,5.75E-65,5,Fbxo32
Xrn2,2.24E-69,-0.112943855,0.438,0.283,6.02E-65,5,Xrn2
Hs2st1,2.37E-69,0.17887981,0.369,0.155,6.37E-65,5,Hs2st1
Sirt2,2.43E-69,1.111310669,0.642,0.241,6.53E-65,5,Sirt2
Tmem131,2.49E-69,-0.220647704,0.32,0.214,6.67E-65,5,Tmem131
Ccdc88a.1,2.53E-69,-0.463799204,0.725,0.631,6.80E-65,5,Ccdc88a
Trpc4ap.2,2.62E-69,-0.299535395,0.367,0.28,7.02E-65,5,Trpc4ap
Oga,2.76E-69,-0.104521048,0.443,0.286,7.41E-65,5,Oga
Lnpep,2.81E-69,-0.168188824,0.432,0.29,7.55E-65,5,Lnpep
Frs2.1,3.21E-69,-0.108836001,0.322,0.189,8.61E-65,5,Frs2
Gramd3,3.41E-69,0.789155106,0.528,0.182,9.15E-65,5,Gramd3
Nipa1.2,3.52E-69,-0.2585289,0.396,0.275,9.45E-65,5,Nipa1
Srsf1,3.58E-69,-0.186138189,0.282,0.18,9.61E-65,5,Srsf1
Snapc3,3.83E-69,-0.125168417,0.362,0.227,1.03E-64,5,Snapc3
Nlk,3.99E-69,0.427326896,0.691,0.344,1.07E-64,5,Nlk
Snx30.2,4.09E-69,0.407827141,0.823,0.464,1.10E-64,5,Snx30
Specc1l,4.30E-69,-0.109597378,0.311,0.182,1.15E-64,5,Specc1l
Tcf7l2,4.31E-69,2.262377917,0.34,0.128,1.16E-64,5,Tcf7l2
Pik3c2a,4.35E-69,0.15469737,0.432,0.211,1.17E-64,5,Pik3c2a
Cdk8,4.43E-69,-0.120228016,0.349,0.212,1.19E-64,5,Cdk8
Zfr,5.23E-69,-0.15232324,0.609,0.423,1.40E-64,5,Zfr
Gm16068,5.51E-69,0.362255648,0.277,0.079,1.48E-64,5,Gm16068
Lin52,5.65E-69,-0.11306683,0.405,0.247,1.52E-64,5,Lin52
Kat2b.1,5.73E-69,-0.234841755,0.577,0.422,1.54E-64,5,Kat2b
Rtn3,5.90E-69,-0.125382886,0.676,0.462,1.58E-64,5,Rtn3
Scaf11.2,5.91E-69,-0.121084905,0.427,0.272,1.59E-64,5,Scaf11
A930015D03Rik,6.33E-69,-0.13667598,0.253,0.142,1.70E-64,5,A930015D03Rik
Lmbrd1,6.70E-69,-0.227088357,0.423,0.296,1.80E-64,5,Lmbrd1
Trpm7,6.83E-69,0.126067028,0.814,0.532,1.83E-64,5,Trpm7
Kif16b,7.21E-69,-0.150616108,0.403,0.259,1.93E-64,5,Kif16b
Mms19,8.48E-69,0.306569765,0.336,0.128,2.28E-64,5,Mms19
Kat6a,8.66E-69,-0.181157097,0.45,0.307,2.32E-64,5,Kat6a
Iars.1,9.08E-69,0.284023329,0.461,0.21,2.44E-64,5,Iars
Grk4,9.61E-69,0.143655502,0.291,0.115,2.58E-64,5,Grk4
Mkln1,9.79E-69,-0.310044964,0.535,0.415,2.63E-64,5,Mkln1
Taf1d,1.01E-68,-0.130339264,0.311,0.184,2.71E-64,5,Taf1d
Zdhhc17,1.03E-68,-0.252593512,0.376,0.273,2.75E-64,5,Zdhhc17
Gnb1,1.17E-68,0.195377599,0.575,0.309,3.15E-64,5,Gnb1
Wdfy1,1.21E-68,0.196000553,0.253,0.085,3.25E-64,5,Wdfy1
Atf7,1.25E-68,-0.231630575,0.526,0.375,3.36E-64,5,Atf7
Taok3,1.39E-68,0.181787913,0.365,0.16,3.72E-64,5,Taok3
Gm11659.2,1.51E-68,0.200350884,0.62,0.345,4.04E-64,5,Gm11659
Sspo,1.52E-68,0.504918274,0.275,0.061,4.08E-64,5,Sspo
Tspan5.3,1.89E-68,-1.07692848,0.47,0.599,5.07E-64,5,Tspan5
Rabl6,1.95E-68,0.162186638,0.425,0.207,5.23E-64,5,Rabl6
Tasor2,2.38E-68,-0.215384481,0.286,0.184,6.39E-64,5,Tasor2
Stim1,2.39E-68,-0.218370854,0.38,0.252,6.42E-64,5,Stim1
Agpat4.2,2.53E-68,-0.169623026,0.649,0.455,6.79E-64,5,Agpat4
Cbl,2.67E-68,-0.204869198,0.28,0.176,7.17E-64,5,Cbl
Eml2.3,2.70E-68,-0.160649244,0.497,0.342,7.25E-64,5,Eml2
Rbm6,3.07E-68,-0.146673067,0.718,0.518,8.24E-64,5,Rbm6
Sh3gl1,3.23E-68,0.21984453,0.257,0.09,8.68E-64,5,Sh3gl1
Ranbp2,3.92E-68,-0.171672078,0.374,0.252,1.05E-63,5,Ranbp2
Nptn,4.27E-68,-0.316580212,0.367,0.271,1.15E-63,5,Nptn
Zfp532.2,4.40E-68,-0.296293618,0.662,0.507,1.18E-63,5,Zfp532
Creb1,4.70E-68,-0.104284059,0.403,0.25,1.26E-63,5,Creb1
Upf2,5.08E-68,-0.150093282,0.347,0.211,1.36E-63,5,Upf2
Ccnt1,5.15E-68,-0.1891659,0.295,0.182,1.38E-63,5,Ccnt1
Usp22,5.68E-68,0.109846017,0.273,0.114,1.52E-63,5,Usp22
Sycp2,5.90E-68,0.374501817,0.324,0.104,1.58E-63,5,Sycp2
Psmd14.1,5.99E-68,-0.152098607,0.389,0.246,1.61E-63,5,Psmd14
C030029H02Rik.3,6.73E-68,-1.166045772,0.517,0.695,1.81E-63,5,C030029H02Rik
Camta1,6.98E-68,0.214058954,0.629,0.351,1.87E-63,5,Camta1
Fam149b,7.24E-68,-0.140547218,0.26,0.152,1.94E-63,5,Fam149b
Daam2.3,7.42E-68,-0.6621724,0.749,0.738,1.99E-63,5,Daam2
Ccnyl1,7.47E-68,0.250039092,0.295,0.107,2.01E-63,5,Ccnyl1
Mtor,7.65E-68,0.112001447,0.293,0.13,2.05E-63,5,Mtor
Vgll4.2,8.15E-68,-0.19537186,0.517,0.355,2.19E-63,5,Vgll4
Timp2,8.54E-68,0.149282955,0.268,0.109,2.29E-63,5,Timp2
Ints9,9.15E-68,0.210825958,0.291,0.112,2.46E-63,5,Ints9
Rims2,9.34E-68,0.721061796,0.512,0.18,2.51E-63,5,Rims2
Eif4g3.2,1.02E-67,-0.275412012,0.488,0.364,2.73E-63,5,Eif4g3
Diaph2.2,1.05E-67,-0.114124565,0.452,0.274,2.82E-63,5,Diaph2
Myef2,1.06E-67,-0.302571369,0.253,0.182,2.83E-63,5,Myef2
Fkbp1a,1.10E-67,0.161913989,0.43,0.209,2.96E-63,5,Fkbp1a
Gm20404,1.24E-67,-0.107789021,0.293,0.17,3.33E-63,5,Gm20404
Dnm2,1.29E-67,0.562128174,0.776,0.397,3.46E-63,5,Dnm2
Dync1li1,1.46E-67,0.191208122,0.356,0.153,3.92E-63,5,Dync1li1
Lysmd4,1.54E-67,-0.220700061,0.309,0.2,4.12E-63,5,Lysmd4
Tbc1d9b,2.00E-67,0.113934101,0.282,0.122,5.37E-63,5,Tbc1d9b
Hnrnpc,2.21E-67,-0.14346262,0.356,0.231,5.93E-63,5,Hnrnpc
Stk3,2.40E-67,-0.15035082,0.374,0.233,6.44E-63,5,Stk3
Ppp1cc.3,2.42E-67,-1.335699179,0.152,0.354,6.49E-63,5,Ppp1cc
Wdr20,2.49E-67,0.237000827,0.7,0.407,6.68E-63,5,Wdr20
Zfp148,2.59E-67,-0.11513116,0.445,0.294,6.94E-63,5,Zfp148
Gm48742.2,3.16E-67,-0.410149919,0.403,0.31,8.47E-63,5,Gm48742
Aig1.3,3.56E-67,-0.728579546,0.535,0.543,9.56E-63,5,Aig1
Ptma.4,3.65E-67,-0.104387119,0.557,0.373,9.79E-63,5,Ptma
Trim33,4.00E-67,0.118565199,0.387,0.186,1.07E-62,5,Trim33
Naa15,4.32E-67,-0.197326275,0.315,0.204,1.16E-62,5,Naa15
Ankrd10,4.52E-67,-0.135446946,0.255,0.151,1.21E-62,5,Ankrd10
Srpk2,4.91E-67,0.347709038,0.653,0.337,1.32E-62,5,Srpk2
Arhgap32.1,5.44E-67,0.243495626,0.532,0.277,1.46E-62,5,Arhgap32
Cul9,5.93E-67,0.112750735,0.289,0.127,1.59E-62,5,Cul9
Fnip2.3,5.93E-67,0.392908678,0.644,0.319,1.59E-62,5,Fnip2
Tmcc3.2,6.05E-67,-0.466018196,0.754,0.654,1.62E-62,5,Tmcc3
1810062O18Rik,6.70E-67,-0.175207895,0.378,0.25,1.80E-62,5,1810062O18Rik
Srsf6,7.19E-67,-0.162615359,0.268,0.17,1.93E-62,5,Srsf6
Thra.1,7.49E-67,0.229177747,0.72,0.418,2.01E-62,5,Thra
4632427E13Rik.1,7.55E-67,-0.177895343,0.418,0.29,2.03E-62,5,4632427E13Rik
Srsf3,7.66E-67,-0.171051827,0.315,0.201,2.05E-62,5,Srsf3
Spire1,8.66E-67,-0.119915943,0.441,0.28,2.32E-62,5,Spire1
Npepps,8.94E-67,-0.811055094,0.434,0.498,2.40E-62,5,Npepps
Fech,1.01E-66,-0.17232396,0.28,0.177,2.71E-62,5,Fech
Plekhg3,1.03E-66,0.44035738,0.74,0.393,2.75E-62,5,Plekhg3
Nfatc3,1.20E-66,0.193686998,0.436,0.216,3.22E-62,5,Nfatc3
Nsf,1.24E-66,-0.190335343,0.306,0.191,3.33E-62,5,Nsf
Agfg1,1.40E-66,-0.187513799,0.306,0.199,3.76E-62,5,Agfg1
Stx6,1.54E-66,0.240201009,0.47,0.227,4.14E-62,5,Stx6
Pafah1b2,1.56E-66,0.147851221,0.329,0.154,4.18E-62,5,Pafah1b2
Rprd1a,1.66E-66,-0.168871696,0.304,0.196,4.47E-62,5,Rprd1a
Stag2,1.69E-66,-0.27235923,0.441,0.319,4.53E-62,5,Stag2
Cyld,1.71E-66,0.17818389,0.499,0.264,4.59E-62,5,Cyld
Scd2.1,1.93E-66,-0.592339597,0.837,0.779,5.17E-62,5,Scd2
Yme1l1,2.18E-66,-0.189040053,0.322,0.212,5.86E-62,5,Yme1l1
Atxn2.2,2.30E-66,0.102822756,0.609,0.36,6.18E-62,5,Atxn2
Chd8,2.40E-66,-0.163429226,0.315,0.204,6.45E-62,5,Chd8
Lcorl.3,2.52E-66,1.070293409,0.794,0.398,6.78E-62,5,Lcorl
Rell1,2.65E-66,0.657464287,0.309,0.069,7.11E-62,5,Rell1
Gm11149,3.05E-66,-0.419374232,0.669,0.553,8.20E-62,5,Gm11149
Tpd52,3.62E-66,0.164205464,0.385,0.185,9.71E-62,5,Tpd52
Smg1,3.99E-66,-0.297189917,0.414,0.316,1.07E-61,5,Smg1
Erbb3,4.51E-66,0.160608974,0.389,0.185,1.21E-61,5,Erbb3
Pds5a,4.81E-66,-0.247348745,0.443,0.318,1.29E-61,5,Pds5a
Usp7,4.98E-66,-0.222509064,0.253,0.171,1.34E-61,5,Usp7
Orc4,5.34E-66,-0.165023,0.268,0.167,1.43E-61,5,Orc4
Dnajc18,5.53E-66,-0.106706638,0.255,0.144,1.48E-61,5,Dnajc18
Csmd3.2,6.99E-66,-0.750593749,0.897,0.931,1.88E-61,5,Csmd3
Il1rap,7.26E-66,-0.599830436,0.754,0.695,1.95E-61,5,Il1rap
Sel1l,8.44E-66,-0.145411496,0.336,0.216,2.27E-61,5,Sel1l
Vps37a,9.85E-66,0.295772817,0.298,0.104,2.64E-61,5,Vps37a
Daam1.2,9.86E-66,0.810747373,0.953,0.724,2.65E-61,5,Daam1
Ube2b,1.03E-65,-0.264103137,0.485,0.369,2.77E-61,5,Ube2b
Rfx3,1.06E-65,-0.34890089,0.443,0.333,2.83E-61,5,Rfx3
Abl1.2,1.08E-65,0.37974643,0.685,0.361,2.90E-61,5,Abl1
Gm12227,1.09E-65,0.280927326,0.255,0.079,2.91E-61,5,Gm12227
Eml5,1.14E-65,-0.222429878,0.36,0.24,3.05E-61,5,Eml5
Btbd7,1.26E-65,-0.12248607,0.416,0.268,3.37E-61,5,Btbd7
Tmlhe,1.35E-65,0.227987277,0.28,0.101,3.63E-61,5,Tmlhe
Hhip.3,1.62E-65,0.217006398,0.535,0.274,4.36E-61,5,Hhip
Ift43,1.67E-65,-0.208732954,0.396,0.273,4.48E-61,5,Ift43
Gm12353.1,1.74E-65,-0.152827037,0.412,0.258,4.68E-61,5,Gm12353
Plpp3,1.79E-65,0.552823179,0.436,0.158,4.81E-61,5,Plpp3
Insc.1,1.81E-65,-0.354839241,0.461,0.37,4.86E-61,5,Insc
Rev3l.1,1.92E-65,-0.175318626,0.555,0.388,5.16E-61,5,Rev3l
Zbtb38,2.33E-65,-0.315795352,0.385,0.29,6.25E-61,5,Zbtb38
Maml2,2.37E-65,0.75789395,0.485,0.164,6.35E-61,5,Maml2
Baz2a,2.71E-65,0.1167946,0.284,0.124,7.26E-61,5,Baz2a
Auh,2.94E-65,0.110314262,0.369,0.184,7.88E-61,5,Auh
Focad,2.97E-65,-0.107508017,0.318,0.188,7.97E-61,5,Focad
Trmt1l,3.53E-65,-0.102169829,0.255,0.139,9.46E-61,5,Trmt1l
Kmt2c,3.93E-65,-0.103054827,0.77,0.551,1.05E-60,5,Kmt2c
Tbc1d32,4.00E-65,0.529997568,0.349,0.105,1.07E-60,5,Tbc1d32
Dennd5a,4.03E-65,0.201849919,0.756,0.462,1.08E-60,5,Dennd5a
Sh3kbp1.2,4.70E-65,-0.837614811,0.423,0.492,1.26E-60,5,Sh3kbp1
Fut8,4.94E-65,0.106755849,0.609,0.356,1.33E-60,5,Fut8
Zmynd8,5.22E-65,0.220739116,0.736,0.44,1.40E-60,5,Zmynd8
Rufy3,5.74E-65,-0.147959419,0.492,0.341,1.54E-60,5,Rufy3
Fbxw11,6.46E-65,-0.210253961,0.264,0.173,1.73E-60,5,Fbxw11
Epc2,7.03E-65,-0.162225245,0.306,0.2,1.89E-60,5,Epc2
1110059E24Rik,7.32E-65,-0.112103804,0.311,0.175,1.97E-60,5,1110059E24Rik
Vps35l,8.53E-65,-0.113409793,0.389,0.252,2.29E-60,5,Vps35l
Ube2h,8.53E-65,0.340877698,0.615,0.317,2.29E-60,5,Ube2h
Immt,9.38E-65,-0.278427599,0.295,0.216,2.52E-60,5,Immt
Tmem135,1.02E-64,-0.26787652,0.407,0.304,2.74E-60,5,Tmem135
Lrch3,1.08E-64,-0.218845454,0.664,0.52,2.89E-60,5,Lrch3
Ikzf2.1,1.08E-64,-0.266883565,0.43,0.307,2.91E-60,5,Ikzf2
Hira,1.24E-64,-0.128088002,0.277,0.162,3.31E-60,5,Hira
Pnisr,1.31E-64,-0.250974464,0.787,0.632,3.52E-60,5,Pnisr
Jmy,1.42E-64,0.433618264,0.389,0.144,3.82E-60,5,Jmy
Itm2b.1,1.49E-64,-0.638517204,0.416,0.423,3.99E-60,5,Itm2b
Pde4dip,1.51E-64,0.688608143,0.767,0.377,4.04E-60,5,Pde4dip
Stxbp5,1.59E-64,-0.14671693,0.309,0.189,4.26E-60,5,Stxbp5
Zfand6.2,1.59E-64,-0.144564417,0.465,0.308,4.27E-60,5,Zfand6
Ip6k1,1.71E-64,-0.212760395,0.403,0.281,4.58E-60,5,Ip6k1
Ralgapa2,1.78E-64,-0.129514693,0.398,0.251,4.77E-60,5,Ralgapa2
Ckb.3,1.78E-64,-0.145327271,0.432,0.278,4.77E-60,5,Ckb
Sh3bp2,1.89E-64,0.273964466,0.275,0.094,5.06E-60,5,Sh3bp2
Ddx10,2.12E-64,0.150436195,0.293,0.122,5.70E-60,5,Ddx10
Pten,2.17E-64,-0.197378644,0.407,0.286,5.83E-60,5,Pten
Asxl2,2.24E-64,0.485999916,0.709,0.364,6.01E-60,5,Asxl2
Evi5l,2.39E-64,0.14618456,0.474,0.259,6.40E-60,5,Evi5l
Slc1a1,2.64E-64,1.1866142,0.253,0.032,7.10E-60,5,Slc1a1
Tra2b,2.85E-64,-0.21466934,0.347,0.242,7.63E-60,5,Tra2b
Serinc1,2.85E-64,-0.216988781,0.282,0.194,7.66E-60,5,Serinc1
Insr,3.04E-64,-0.290660986,0.512,0.39,8.17E-60,5,Insr
Adnp,3.26E-64,-0.101512784,0.309,0.185,8.75E-60,5,Adnp
Ndufaf2,3.48E-64,0.10803324,0.32,0.152,9.34E-60,5,Ndufaf2
Clasrp.1,3.93E-64,-0.41210511,0.387,0.328,1.05E-59,5,Clasrp
Tmem260,4.27E-64,-0.138593063,0.38,0.244,1.15E-59,5,Tmem260
Olig1,4.30E-64,0.230928708,0.349,0.15,1.15E-59,5,Olig1
Xpo1,4.62E-64,-0.165277199,0.264,0.161,1.24E-59,5,Xpo1
Ctr9,4.65E-64,0.230021358,0.34,0.141,1.25E-59,5,Ctr9
Cstf3,4.79E-64,-0.173417265,0.353,0.234,1.28E-59,5,Cstf3
Zswim5,4.96E-64,0.325485747,0.315,0.108,1.33E-59,5,Zswim5
Otud4,4.98E-64,-0.102191326,0.298,0.175,1.34E-59,5,Otud4
Sv2a,6.52E-64,-0.202233869,0.336,0.227,1.75E-59,5,Sv2a
Usp31.2,6.64E-64,-1.530829946,0.11,0.416,1.78E-59,5,Usp31
Hace1,7.38E-64,-0.243041794,0.3,0.212,1.98E-59,5,Hace1
Dusp10.1,8.92E-64,0.514157598,0.483,0.197,2.39E-59,5,Dusp10
Cnp.3,9.61E-64,0.219530302,0.662,0.378,2.58E-59,5,Cnp
Pak3.1,9.91E-64,0.340802673,0.403,0.163,2.66E-59,5,Pak3
Nek1,1.07E-63,-0.154180451,0.336,0.209,2.88E-59,5,Nek1
Numa1,1.11E-63,-0.17506213,0.327,0.215,2.99E-59,5,Numa1
Ints6l.1,1.35E-63,0.108275952,0.43,0.224,3.63E-59,5,Ints6l
Npas3.2,1.45E-63,-1.198606599,0.494,0.687,3.90E-59,5,Npas3
Itpr2,1.60E-63,1.746265902,0.26,0.054,4.29E-59,5,Itpr2
Cpeb3.1,1.80E-63,-0.313389375,0.597,0.471,4.83E-59,5,Cpeb3
Pfkfb4,1.85E-63,0.537174142,0.255,0.048,4.98E-59,5,Pfkfb4
Ralgapa1,1.92E-63,-0.173839912,0.691,0.505,5.15E-59,5,Ralgapa1
AY036118.1,2.17E-63,-0.441700835,0.834,0.723,5.81E-59,5,AY036118
Csde1,2.33E-63,-0.131180262,0.345,0.217,6.26E-59,5,Csde1
Map2k1,2.40E-63,0.108829253,0.322,0.148,6.43E-59,5,Map2k1
Hbs1l,2.59E-63,-0.124926916,0.268,0.16,6.94E-59,5,Hbs1l
Glyr1,2.79E-63,-0.170009714,0.255,0.159,7.48E-59,5,Glyr1
Abhd12.1,2.93E-63,-0.190441975,0.304,0.2,7.87E-59,5,Abhd12
Prpf38b,3.21E-63,-0.145740853,0.264,0.161,8.63E-59,5,Prpf38b
Rapgef6,3.29E-63,-0.15947431,0.479,0.325,8.82E-59,5,Rapgef6
Zdhhc9,3.37E-63,0.357219795,0.432,0.185,9.04E-59,5,Zdhhc9
Tef,3.50E-63,-0.148784716,0.371,0.243,9.40E-59,5,Tef
Tpst1,3.54E-63,0.109294887,0.418,0.226,9.51E-59,5,Tpst1
Rcor1,3.61E-63,0.11509975,0.253,0.104,9.69E-59,5,Rcor1
Nemf,4.09E-63,-0.262171753,0.293,0.208,1.10E-58,5,Nemf
Atp11a,4.12E-63,-0.253863163,0.519,0.396,1.11E-58,5,Atp11a
Ktn1,4.44E-63,0.152073902,0.653,0.389,1.19E-58,5,Ktn1
Arglu1.1,4.51E-63,-0.320393564,0.55,0.44,1.21E-58,5,Arglu1
Fus,5.02E-63,-0.192766054,0.591,0.448,1.35E-58,5,Fus
Ccdc50,5.10E-63,-0.332182321,0.667,0.541,1.37E-58,5,Ccdc50
Dstyk,6.07E-63,-0.186858646,0.391,0.271,1.63E-58,5,Dstyk
Stxbp3.1,6.28E-63,0.115801478,0.655,0.404,1.69E-58,5,Stxbp3
8-Mar,6.69E-63,0.347142519,0.62,0.322,1.79E-58,5,8-Mar
Pus7,7.13E-63,0.566353747,0.353,0.105,1.91E-58,5,Pus7
Phactr3.2,7.27E-63,0.217748389,0.72,0.427,1.95E-58,5,Phactr3
Slf1,7.32E-63,-0.11144634,0.268,0.152,1.97E-58,5,Slf1
Scmh1.2,7.53E-63,-0.187774896,0.385,0.254,2.02E-58,5,Scmh1
Usp3,7.56E-63,0.137119732,0.298,0.13,2.03E-58,5,Usp3
Srpk1,9.22E-63,0.175848117,0.271,0.109,2.48E-58,5,Srpk1
Rnf20,9.27E-63,-0.114263867,0.302,0.187,2.49E-58,5,Rnf20
Dot1l,9.80E-63,-0.212029573,0.336,0.234,2.63E-58,5,Dot1l
Lama2.3,1.01E-62,-1.783564572,0.103,0.405,2.71E-58,5,Lama2
Eef1a1.3,1.05E-62,-0.379513248,0.322,0.254,2.81E-58,5,Eef1a1
Coro7,1.15E-62,0.227739471,0.253,0.086,3.08E-58,5,Coro7
Hipk3,1.25E-62,-0.151272293,0.284,0.176,3.35E-58,5,Hipk3
Tcp11l1,1.34E-62,-0.188028277,0.313,0.21,3.59E-58,5,Tcp11l1
Kit,1.41E-62,0.729395107,0.338,0.084,3.79E-58,5,Kit
Nr2c2,1.42E-62,-0.184893563,0.432,0.299,3.80E-58,5,Nr2c2
Rufy1,1.46E-62,-0.111595012,0.362,0.223,3.91E-58,5,Rufy1
Tsc22d4.1,1.48E-62,-0.160443818,0.347,0.227,3.96E-58,5,Tsc22d4
Ogt.1,1.72E-62,-0.185587111,0.562,0.417,4.62E-58,5,Ogt
Tmc7,1.79E-62,-0.126996157,0.336,0.209,4.81E-58,5,Tmc7
Elf2,1.85E-62,-0.377703041,0.468,0.382,4.97E-58,5,Elf2
Pcdh17,1.86E-62,1.340555181,0.492,0.149,4.98E-58,5,Pcdh17
Ptpra,1.88E-62,-0.150963195,0.611,0.439,5.05E-58,5,Ptpra
Atxn7l1,1.91E-62,0.129769086,0.324,0.148,5.11E-58,5,Atxn7l1
Foxp1.3,2.30E-62,-0.223715715,0.763,0.578,6.18E-58,5,Foxp1
Thrap3,2.68E-62,-0.122743898,0.374,0.243,7.18E-58,5,Thrap3
Dbndd2.2,2.71E-62,-0.738320518,0.459,0.496,7.27E-58,5,Dbndd2
Stag1.1,3.14E-62,-0.186811113,0.694,0.508,8.42E-58,5,Stag1
Parm1.1,3.51E-62,0.458490628,0.499,0.21,9.41E-58,5,Parm1
Cpeb4.2,3.60E-62,-0.16955552,0.396,0.265,9.65E-58,5,Cpeb4
5830418P13Rik,3.85E-62,0.483324276,0.329,0.099,1.03E-57,5,5830418P13Rik
Lars,4.25E-62,-0.216454378,0.286,0.19,1.14E-57,5,Lars
Smurf2.2,4.61E-62,0.157027743,0.488,0.262,1.24E-57,5,Smurf2
Tardbp,4.74E-62,-0.149221044,0.273,0.182,1.27E-57,5,Tardbp
Fam172a,4.76E-62,0.188706285,0.817,0.513,1.28E-57,5,Fam172a
Strn.2,5.07E-62,0.297560963,0.53,0.268,1.36E-57,5,Strn
Slx4ip,5.23E-62,0.229079224,0.268,0.095,1.40E-57,5,Slx4ip
Prnp.2,5.55E-62,-0.307634694,0.342,0.262,1.49E-57,5,Prnp
Npc1,6.23E-62,-0.221135599,0.421,0.303,1.67E-57,5,Npc1
Tspan2.3,6.87E-62,0.823816866,0.949,0.696,1.84E-57,5,Tspan2
3110021N24Rik,7.02E-62,0.108709545,0.445,0.232,1.88E-57,5,3110021N24Rik
Gm47283,7.55E-62,-0.368593214,0.275,0.214,2.03E-57,5,Gm47283
Tnpo1,7.62E-62,-0.157669442,0.322,0.209,2.05E-57,5,Tnpo1
Ncoa1.1,8.14E-62,-0.270863572,0.579,0.439,2.18E-57,5,Ncoa1
Sash1.2,9.33E-62,-0.634057577,0.347,0.345,2.50E-57,5,Sash1
Vps13c,9.38E-62,-0.263185059,0.329,0.242,2.52E-57,5,Vps13c
Klhl12,1.00E-61,0.137605,0.26,0.102,2.69E-57,5,Klhl12
