,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Dctn3.8,9.98E-10,-0.153734758,0.677,0.72,1.95E-05,16,Dctn3
Col25a1.10,1.01E-09,-0.103822083,0.053,0.122,1.97E-05,16,Col25a1
Iars.1,1.04E-09,-0.103147365,0.106,0.19,2.02E-05,16,Iars
Dlgap3.10,1.04E-09,0.250162773,0.635,0.59,2.03E-05,16,Dlgap3
Sgsm1.8,1.07E-09,-0.111972148,0.138,0.228,2.08E-05,16,Sgsm1
Rnf187.5,1.09E-09,-0.117884243,0.904,0.906,2.12E-05,16,Rnf187
Ndufa13.4,1.12E-09,-0.121663117,0.982,0.977,2.19E-05,16,Ndufa13
Nbl1.4,1.15E-09,0.256039173,0.238,0.169,2.25E-05,16,Nbl1
Pnpo.3,1.17E-09,-0.112095206,0.087,0.166,2.29E-05,16,Pnpo
Cnep1r1,1.19E-09,-0.103397734,0.056,0.125,2.32E-05,16,Cnep1r1
Tmem56.11,1.19E-09,-0.107013835,0.139,0.23,2.32E-05,16,Tmem56
Grhpr.1,1.20E-09,-0.105315609,0.101,0.183,2.34E-05,16,Grhpr
Tmem192,1.27E-09,-0.101136768,0.052,0.12,2.47E-05,16,Tmem192
Mrpl36.1,1.29E-09,-0.105795457,0.161,0.257,2.51E-05,16,Mrpl36
Ccny.8,1.32E-09,-0.101340852,0.21,0.315,2.57E-05,16,Ccny
Zfp385a.4,1.34E-09,-0.102903145,0.119,0.207,2.62E-05,16,Zfp385a
Hdhd2.3,1.37E-09,-0.119739018,0.208,0.31,2.67E-05,16,Hdhd2
Zranb1.4,1.40E-09,-0.108027139,0.107,0.191,2.74E-05,16,Zranb1
Rgs3.9,1.43E-09,-0.120840194,0.098,0.179,2.79E-05,16,Rgs3
Jund.8,1.53E-09,-0.118103935,0.485,0.597,2.98E-05,16,Jund
Jup.3,1.54E-09,-0.104199372,0.08,0.156,3.00E-05,16,Jup
Hlf.12,1.61E-09,-0.125947199,0.288,0.402,3.15E-05,16,Hlf
Zbtb7a.2,1.66E-09,-0.130718537,0.129,0.214,3.25E-05,16,Zbtb7a
Gpr83.6,1.66E-09,-0.10515961,0.048,0.114,3.25E-05,16,Gpr83
Rundc1.2,1.72E-09,-0.104879141,0.062,0.132,3.36E-05,16,Rundc1
Lrrc4c.11,1.74E-09,-0.1164348,0.132,0.22,3.39E-05,16,Lrrc4c
Bhlhe40.9,1.74E-09,-0.100753016,0.2,0.302,3.40E-05,16,Bhlhe40
Cpox.2,1.81E-09,-0.111516475,0.053,0.12,3.53E-05,16,Cpox
Resp18.13,1.82E-09,-0.363795857,0.557,0.606,3.55E-05,16,Resp18
BC031181.1,1.83E-09,-0.115722846,0.505,0.62,3.56E-05,16,BC031181
Tle4.6,1.89E-09,-0.101023041,0.088,0.167,3.69E-05,16,Tle4
Plk2.13,1.92E-09,-0.108146367,0.27,0.385,3.74E-05,16,Plk2
Vps26a.1,1.92E-09,-0.104824694,0.095,0.175,3.74E-05,16,Vps26a
Scamp3.1,2.12E-09,-0.104331079,0.118,0.204,4.14E-05,16,Scamp3
Slco3a1,2.25E-09,-0.102151387,0.049,0.115,4.40E-05,16,Slco3a1
Rgs9.12,2.41E-09,-0.177097408,0.061,0.128,4.70E-05,16,Rgs9
Ndufb7.2,2.41E-09,-0.133912689,0.705,0.747,4.70E-05,16,Ndufb7
Tomm20.6,2.52E-09,-0.136522599,0.794,0.813,4.92E-05,16,Tomm20
Gja1.12,2.55E-09,0.296753697,0.437,0.39,4.97E-05,16,Gja1
Exoc3,2.56E-09,-0.100797614,0.14,0.23,5.00E-05,16,Exoc3
Paqr4.2,2.59E-09,-0.103764015,0.116,0.201,5.05E-05,16,Paqr4
Gde1.10,2.63E-09,-0.15255598,0.693,0.733,5.13E-05,16,Gde1
Scamp5.6,2.70E-09,-0.1378291,0.629,0.693,5.27E-05,16,Scamp5
Vgf.8,2.71E-09,-0.144574382,0.462,0.564,5.29E-05,16,Vgf
Psmb1.4,2.79E-09,-0.137577274,0.672,0.723,5.45E-05,16,Psmb1
Dcaf11.1,2.84E-09,-0.124100081,0.16,0.251,5.55E-05,16,Dcaf11
Rasl10b.8,2.85E-09,0.264705306,0.401,0.341,5.56E-05,16,Rasl10b
Ctbp1.2,3.04E-09,-0.110518723,0.475,0.595,5.94E-05,16,Ctbp1
Ndufb3.3,3.13E-09,-0.141673865,0.667,0.72,6.10E-05,16,Ndufb3
Kcnip1.6,3.27E-09,-0.105642395,0.078,0.152,6.38E-05,16,Kcnip1
Meis2.14,3.28E-09,-0.151129942,0.113,0.192,6.39E-05,16,Meis2
Sox10.11,3.31E-09,-0.161212115,0.092,0.167,6.45E-05,16,Sox10
Cox4i1.1,3.32E-09,-0.10512206,1,1,6.49E-05,16,Cox4i1
Slc39a10.12,3.73E-09,-0.105339134,0.226,0.332,7.28E-05,16,Slc39a10
Appl1.1,3.82E-09,-0.101446025,0.107,0.187,7.45E-05,16,Appl1
Lhfpl3.11,3.96E-09,-0.103697771,0.06,0.127,7.72E-05,16,Lhfpl3
Ddit3,4.08E-09,-0.100538421,0.153,0.245,7.96E-05,16,Ddit3
Tmcc3.6,4.17E-09,-0.120207243,0.054,0.119,8.14E-05,16,Tmcc3
Sox2ot.6,4.24E-09,-0.131421555,0.069,0.138,8.28E-05,16,Sox2ot
Adrm1.1,4.27E-09,-0.10608436,0.125,0.21,8.34E-05,16,Adrm1
Msrb1.2,4.40E-09,-0.113886286,0.099,0.177,8.58E-05,16,Msrb1
Micos13.3,4.40E-09,-0.101627987,0.424,0.558,8.59E-05,16,Micos13
Sort1.8,4.45E-09,-0.16129555,0.564,0.642,8.69E-05,16,Sort1
Sdha.4,4.50E-09,-0.132903782,0.815,0.823,8.78E-05,16,Sdha
0610010K14Rik.1,4.58E-09,-0.10376298,0.108,0.189,8.93E-05,16,0610010K14Rik
Rfng.2,5.39E-09,-0.106763861,0.123,0.206,0.0001051,16,Rfng
Higd1a.5,5.49E-09,-0.135879268,0.548,0.635,0.000107109,16,Higd1a
Slc15a2,5.85E-09,0.117927528,0.116,0.067,0.000114104,16,Slc15a2
Lrtm2.7,5.93E-09,-0.102393639,0.124,0.208,0.000115762,16,Lrtm2
Tesc.11,6.02E-09,-0.123528814,0.188,0.283,0.000117499,16,Tesc
Dctn1.2,6.73E-09,-0.11773762,0.668,0.74,0.000131386,16,Dctn1
Vat1.11,6.74E-09,-0.110173084,0.092,0.167,0.000131419,16,Vat1
Sem1.5,7.10E-09,-0.149580192,0.688,0.722,0.00013859,16,Sem1
Fbxo7.2,7.32E-09,-0.102149177,0.07,0.14,0.000142897,16,Fbxo7
Ndufb10.4,7.48E-09,-0.131053306,0.883,0.874,0.000146012,16,Ndufb10
Rpl36al.4,7.60E-09,-0.128202705,0.879,0.864,0.000148282,16,Rpl36al
Spg7,7.93E-09,-0.10419607,0.106,0.184,0.000154761,16,Spg7
Rpl4.8,8.23E-09,-0.112822114,0.998,0.992,0.000160589,16,Rpl4
Dctn4.1,9.36E-09,-0.110234869,0.15,0.237,0.000182629,16,Dctn4
Neat1.9,1.02E-08,-0.190220742,0.188,0.28,0.000198837,16,Neat1
Clstn1.14,1.02E-08,-0.139264011,0.971,0.965,0.000199095,16,Clstn1
B230334C09Rik.10,1.02E-08,-0.104660618,0.139,0.225,0.000199131,16,B230334C09Rik
Zmat4.10,1.04E-08,-0.109903413,0.094,0.169,0.000202691,16,Zmat4
Vcp.4,1.07E-08,-0.144853106,0.669,0.711,0.000208004,16,Vcp
Cct7.4,1.10E-08,-0.120246262,0.503,0.608,0.000214864,16,Cct7
Ndufs3.4,1.15E-08,-0.124400658,0.569,0.651,0.000223853,16,Ndufs3
Mapk8ip3.5,1.20E-08,-0.135631408,0.529,0.633,0.000233836,16,Mapk8ip3
Adra1b.6,1.21E-08,-0.104475358,0.056,0.12,0.000236946,16,Adra1b
Rps28.13,1.22E-08,0.122364816,1,0.995,0.000237132,16,Rps28
Crym.13,1.22E-08,-0.127313621,0.133,0.217,0.000237787,16,Crym
Fkbp8.5,1.25E-08,-0.100665685,0.901,0.887,0.000243659,16,Fkbp8
Higd2a.4,1.34E-08,-0.100177458,0.495,0.602,0.000262049,16,Higd2a
Pomp.2,1.35E-08,-0.139449021,0.674,0.729,0.00026405,16,Pomp
Rpl15.6,1.39E-08,-0.118412565,0.971,0.95,0.00027033,16,Rpl15
Dpysl2.4,1.39E-08,-0.144637336,0.883,0.869,0.000270818,16,Dpysl2
Ubfd1.2,1.40E-08,-0.101894844,0.091,0.163,0.000272461,16,Ubfd1
Kcnj10.9,1.43E-08,-0.132604104,0.313,0.43,0.000278112,16,Kcnj10
Rrp1.8,1.53E-08,-0.117074638,0.576,0.652,0.000298465,16,Rrp1
Phf5a.1,1.53E-08,-0.101911794,0.155,0.243,0.000299338,16,Phf5a
Ctsb.8,1.55E-08,-0.134449231,0.972,0.973,0.000301581,16,Ctsb
Gpr88.14,1.55E-08,-0.412462488,0.152,0.229,0.00030196,16,Gpr88
Srprb.1,1.55E-08,-0.106955326,0.1,0.174,0.000302555,16,Srprb
Tmem63a.11,1.55E-08,-0.120242896,0.063,0.129,0.000302769,16,Tmem63a
Egr4.12,1.64E-08,-0.109817827,0.09,0.16,0.000320364,16,Egr4
Arl6ip1.5,1.64E-08,-0.151322587,0.679,0.707,0.000320889,16,Arl6ip1
Mrps33.5,1.65E-08,-0.12508204,0.557,0.642,0.000321596,16,Mrps33
Flywch1.8,1.77E-08,-0.134992309,0.727,0.76,0.00034498,16,Flywch1
Svip.2,1.88E-08,-0.101668697,0.131,0.213,0.000367121,16,Svip
Rpl14.12,1.92E-08,-0.12280204,0.997,0.985,0.000373808,16,Rpl14
Ndufa10.4,2.03E-08,-0.145812937,0.588,0.653,0.000396176,16,Ndufa10
Sult4a1.9,2.05E-08,-0.137138161,0.699,0.743,0.000400369,16,Sult4a1
Rasgrp2.9,2.09E-08,-0.11160731,0.096,0.169,0.00040737,16,Rasgrp2
Lpar1.8,2.17E-08,-0.14175719,0.047,0.105,0.000424204,16,Lpar1
Hbb-bt.6,2.25E-08,0.312333136,0.278,0.209,0.000438786,16,Hbb-bt
Scarb2.6,2.31E-08,-0.11000963,0.242,0.344,0.000451103,16,Scarb2
Sema4d.3,2.46E-08,-0.109646902,0.08,0.149,0.000480335,16,Sema4d
Podxl2.10,2.61E-08,-0.159832651,0.535,0.613,0.000508327,16,Podxl2
Zbtb18.15,2.66E-08,-0.133943909,0.324,0.431,0.000518586,16,Zbtb18
Gria2.14,3.00E-08,-0.193582925,0.674,0.686,0.000584459,16,Gria2
Ctsa.1,3.02E-08,-0.101772034,0.23,0.329,0.000589702,16,Ctsa
Morf4l2.9,3.06E-08,-0.141580485,0.642,0.691,0.00059693,16,Morf4l2
Cyfip2.13,3.31E-08,-0.138110547,0.905,0.874,0.00064586,16,Cyfip2
Oxsr1.2,3.51E-08,-0.107159367,0.062,0.125,0.000685387,16,Oxsr1
Cers2.8,3.60E-08,-0.151319405,0.117,0.191,0.000702098,16,Cers2
Eif1b.6,3.98E-08,-0.134394704,0.564,0.641,0.000777108,16,Eif1b
Psmb5.4,4.10E-08,-0.123095267,0.615,0.682,0.000799103,16,Psmb5
Cabp1.14,4.17E-08,-0.185247397,0.285,0.378,0.000812924,16,Cabp1
Adcy5.12,4.26E-08,-0.16390169,0.22,0.311,0.000830283,16,Adcy5
2810468N07Rik.6,4.33E-08,-0.114962495,0.079,0.146,0.000845718,16,2810468N07Rik
Trnp1.9,4.34E-08,-0.171348646,0.543,0.609,0.000846356,16,Trnp1
Tmx2.5,4.46E-08,-0.147753182,0.662,0.706,0.000870981,16,Tmx2
Gm13889.10,4.70E-08,-0.107085805,0.125,0.202,0.000917133,16,Gm13889
Rpl7.9,4.99E-08,-0.10899279,0.953,0.934,0.000973384,16,Rpl7
Cnbp,5.11E-08,-0.129441924,0.695,0.745,0.000996491,16,Cnbp
Shank1.10,5.34E-08,0.290436869,0.397,0.348,0.001042618,16,Shank1
Atxn10.7,5.53E-08,-0.134577599,0.688,0.727,0.001079036,16,Atxn10
Cpne6.13,5.65E-08,-0.125759515,0.241,0.338,0.001101472,16,Cpne6
Gabra5.8,5.65E-08,-0.104908273,0.092,0.161,0.001101779,16,Gabra5
Slc45a1.3,5.74E-08,-0.101654266,0.107,0.18,0.001120361,16,Slc45a1
Arpp21.11,6.60E-08,-0.317836572,0.401,0.483,0.00128863,16,Arpp21
Carhsp1.9,6.71E-08,-0.125934796,0.106,0.178,0.001308955,16,Carhsp1
Kalrn.15,7.57E-08,-0.127366642,0.354,0.461,0.001476147,16,Kalrn
Gltp.11,7.65E-08,-0.149053697,0.099,0.167,0.001493102,16,Gltp
2900052N01Rik.7,7.99E-08,0.254267362,0.292,0.232,0.001558987,16,2900052N01Rik
Chst1.11,8.01E-08,-0.12355494,0.456,0.561,0.001562557,16,Chst1
Faim2.8,8.04E-08,-0.150781592,0.76,0.765,0.001568607,16,Faim2
Rab1a.5,8.25E-08,-0.120455929,0.583,0.657,0.001609896,16,Rab1a
Tmem59l.13,8.34E-08,-0.146925156,0.688,0.709,0.001626828,16,Tmem59l
Rph3a.11,8.42E-08,-0.102368755,0.412,0.537,0.001643489,16,Rph3a
Slc7a11,8.57E-08,0.153539928,0.165,0.11,0.001671475,16,Slc7a11
Cbarp.9,8.72E-08,-0.142536667,0.699,0.737,0.001701041,16,Cbarp
Rpl27.8,8.87E-08,-0.102647412,0.968,0.948,0.001730255,16,Rpl27
Cryab.11,8.88E-08,-0.447947853,0.754,0.705,0.001733106,16,Cryab
Myl4.15,8.88E-08,-0.105940699,0.071,0.135,0.00173349,16,Myl4
Nell2.10,9.02E-08,-0.145002179,0.493,0.574,0.001759758,16,Nell2
Pnmal2.13,9.70E-08,-0.214386862,0.621,0.645,0.001891746,16,Pnmal2
Neurod6.14,9.98E-08,-0.110737539,0.111,0.183,0.001946709,16,Neurod6
Neurod2.14,1.02E-07,-0.103760078,0.111,0.183,0.001996573,16,Neurod2
Clic4.11,1.05E-07,-0.126462217,0.155,0.234,0.002055344,16,Clic4
Sptbn1.9,1.07E-07,-0.133893514,0.876,0.87,0.002091882,16,Sptbn1
Rpl24.9,1.09E-07,-0.108125511,0.993,0.991,0.002127184,16,Rpl24
Spock2.9,1.14E-07,-0.151796945,0.584,0.645,0.002232866,16,Spock2
Aspa.10,1.25E-07,-0.124135647,0.056,0.113,0.002429577,16,Aspa
Idh3b.6,1.26E-07,-0.130610508,0.701,0.733,0.00245727,16,Idh3b
Itm2c.12,1.30E-07,-0.147808233,0.975,0.96,0.002540207,16,Itm2c
Mpc1.8,1.36E-07,-0.137371183,0.8,0.803,0.002656813,16,Mpc1
Hsp90b1.5,1.42E-07,-0.138541738,0.636,0.695,0.00276577,16,Hsp90b1
Snca.12,1.72E-07,-0.253298217,0.697,0.686,0.00336451,16,Snca
Ndufa8.2,1.75E-07,-0.110496435,0.628,0.684,0.003419055,16,Ndufa8
Ptma.12,1.77E-07,-0.212257993,0.946,0.911,0.003451472,16,Ptma
Capza2.6,1.81E-07,-0.13085244,0.664,0.703,0.003534637,16,Capza2
Pitpna.9,1.88E-07,-0.110658612,0.641,0.699,0.003664235,16,Pitpna
Selenok.4,1.93E-07,-0.114801803,0.775,0.797,0.003756828,16,Selenok
Lcat.1,2.03E-07,0.16699282,0.149,0.099,0.003962107,16,Lcat
Atp6ap1.5,2.08E-07,-0.127502477,0.695,0.732,0.004050903,16,Atp6ap1
Eno1.7,2.17E-07,-0.138025556,0.766,0.768,0.004230196,16,Eno1
Pantr1.11,2.46E-07,0.263841353,0.412,0.37,0.004791292,16,Pantr1
Gna12.9,2.75E-07,-0.13063047,0.191,0.274,0.005360632,16,Gna12
Pfkp.8,2.79E-07,-0.126430665,0.518,0.601,0.005451499,16,Pfkp
Ndufa1.3,3.48E-07,-0.119022638,0.851,0.831,0.006780383,16,Ndufa1
Bcan.5,3.54E-07,0.269854592,0.507,0.502,0.00690063,16,Bcan
Hba-a1.8,3.81E-07,0.408773858,0.433,0.386,0.007426071,16,Hba-a1
Flt1,3.95E-07,0.16557465,0.164,0.113,0.007707711,16,Flt1
Rab31.7,4.10E-07,-0.111042771,0.132,0.203,0.007993324,16,Rab31
Dctn2.5,4.50E-07,-0.107405744,0.638,0.698,0.008780906,16,Dctn2
Syngr1.8,4.66E-07,-0.143462326,0.706,0.718,0.009083423,16,Syngr1
Kif1a.5,5.23E-07,-0.121635314,0.893,0.877,0.010213383,16,Kif1a
Cdc42ep1.6,5.61E-07,-0.103040467,0.067,0.123,0.010954336,16,Cdc42ep1
Egr3.15,5.83E-07,-0.107023516,0.262,0.347,0.011366823,16,Egr3
Apbb1.13,5.87E-07,-0.110469801,0.92,0.884,0.011454906,16,Apbb1
Mapk1.13,6.22E-07,-0.157914064,0.811,0.801,0.012139769,16,Mapk1
Rab6b.13,6.69E-07,-0.116771036,0.967,0.943,0.013043208,16,Rab6b
Nptx1.14,7.20E-07,-0.144468325,0.303,0.393,0.014050326,16,Nptx1
Arc.12,7.24E-07,-0.155098182,0.196,0.274,0.014134552,16,Arc
Ndrg3.14,7.95E-07,-0.127676323,0.871,0.855,0.015504094,16,Ndrg3
Wscd1.9,7.97E-07,-0.111895082,0.219,0.304,0.015557093,16,Wscd1
Rpl23.10,8.75E-07,-0.115156581,0.992,0.988,0.017078398,16,Rpl23
Reln.8,9.46E-07,0.234210232,0.179,0.128,0.018459581,16,Reln
Enpp2.12,9.96E-07,-0.543315691,0.56,0.604,0.019442245,16,Enpp2
Eif4h.2,1.13E-06,-0.109756008,0.773,0.793,0.022124688,16,Eif4h
Uqcrc1.2,1.18E-06,-0.112043797,0.793,0.788,0.023109294,16,Uqcrc1
Meg3.11,1.19E-06,-0.132991264,0.949,0.943,0.023123166,16,Meg3
Cnih2.12,1.20E-06,0.127274938,0.793,0.718,0.023344202,16,Cnih2
Wipf3.11,1.23E-06,-0.127542954,0.209,0.293,0.024092985,16,Wipf3
Sod1.4,1.32E-06,-0.109281781,0.874,0.837,0.025805313,16,Sod1
H3f3b.9,1.34E-06,-0.113458409,0.79,0.789,0.026185617,16,H3f3b
Penk.14,1.44E-06,-0.677578518,0.318,0.39,0.028145512,16,Penk
Ncan.5,1.61E-06,0.200465781,0.282,0.229,0.031441444,16,Ncan
Foxn3.8,1.64E-06,-0.102131301,0.101,0.162,0.031998426,16,Foxn3
Atp6v0a1.7,1.70E-06,-0.121168076,0.679,0.705,0.0331697,16,Atp6v0a1
Atp9a.4,1.71E-06,-0.11825465,0.669,0.711,0.033383765,16,Atp9a
Snx3.5,1.84E-06,-0.113824747,0.6,0.662,0.035813893,16,Snx3
Vim.11,1.85E-06,0.128679062,0.223,0.165,0.036122799,16,Vim
AW047730.1,2.04E-06,0.207941959,0.262,0.207,0.039720022,16,AW047730
Eif4a1.4,2.08E-06,-0.126184103,0.635,0.685,0.040579569,16,Eif4a1
Hba-a2.8,2.17E-06,0.348106361,0.393,0.342,0.042404976,16,Hba-a2
Uba1.4,2.19E-06,-0.110246007,0.592,0.657,0.042737032,16,Uba1
Syn1.12,2.77E-06,-0.119968414,0.881,0.852,0.054080636,16,Syn1
Eif3k.4,2.82E-06,-0.108382146,0.558,0.635,0.055091717,16,Eif3k
Nr4a2.11,2.88E-06,-0.108746978,0.068,0.12,0.056209172,16,Nr4a2
Hpca.13,2.88E-06,-0.408605771,0.823,0.763,0.056224565,16,Hpca
Syndig1l.11,2.93E-06,-0.115669298,0.053,0.1,0.057084556,16,Syndig1l
Cds2.8,3.15E-06,-0.103938073,0.511,0.595,0.061553878,16,Cds2
Ndufb9.4,3.17E-06,-0.102924826,0.977,0.963,0.061796828,16,Ndufb9
Caly.14,3.27E-06,-0.14085249,0.716,0.721,0.063881668,16,Caly
mt-Nd6,3.55E-06,0.141056653,0.178,0.129,0.069219606,16,mt-Nd6
Pde2a.12,3.59E-06,-0.107053111,0.363,0.461,0.070062395,16,Pde2a
Fkbp2.5,3.67E-06,-0.136678987,0.605,0.654,0.071535971,16,Fkbp2
Pcbp2.3,3.76E-06,-0.113912333,0.676,0.713,0.073298663,16,Pcbp2
Gaa.12,3.79E-06,-0.216245862,0.763,0.756,0.073860331,16,Gaa
Ndufs2.3,3.81E-06,-0.117897698,0.734,0.758,0.074321221,16,Ndufs2
Sh3bgrl3.9,3.97E-06,-0.103985516,0.785,0.782,0.077395623,16,Sh3bgrl3
Tubb4b.7,4.05E-06,-0.119871337,0.847,0.842,0.078995355,16,Tubb4b
Ndufv1.2,4.87E-06,-0.104540259,0.613,0.667,0.095047433,16,Ndufv1
S100a6.10,5.06E-06,0.167138616,0.303,0.248,0.098815313,16,S100a6
H3f3a.10,5.50E-06,-0.118384505,0.852,0.832,0.107295044,16,H3f3a
Erbin.8,5.59E-06,-0.114509205,0.14,0.204,0.109075545,16,Erbin
Prodh,6.20E-06,0.12289702,0.15,0.105,0.120939812,16,Prodh
Map2.10,6.27E-06,0.117889826,0.804,0.73,0.122430893,16,Map2
Ndufs7.1,6.77E-06,-0.108118951,0.791,0.793,0.132156438,16,Ndufs7
F3.1,6.83E-06,0.147394823,0.193,0.143,0.133247676,16,F3
Nme7.7,7.04E-06,-0.12647921,0.11,0.167,0.137350361,16,Nme7
Chn1.15,7.20E-06,-0.193947107,0.96,0.911,0.140450498,16,Chn1
Ndufs8.3,1.02E-05,-0.107387031,0.635,0.682,0.199191473,16,Ndufs8
Rpl17.10,1.06E-05,-0.101889838,0.997,0.992,0.207214297,16,Rpl17
Ppp1r1b.13,1.13E-05,-0.454106153,0.262,0.33,0.220507784,16,Ppp1r1b
Atp6v1g1.2,1.20E-05,-0.102941961,0.636,0.678,0.234923744,16,Atp6v1g1
Atp1b2.13,1.27E-05,0.129732684,0.674,0.631,0.24784602,16,Atp1b2
Serp2.8,1.46E-05,-0.101442523,0.656,0.688,0.284602786,16,Serp2
Plaat3.9,1.55E-05,-0.106885526,0.183,0.251,0.301979324,16,Plaat3
Rasd2.9,1.95E-05,-0.133127623,0.237,0.31,0.380130035,16,Rasd2
Sipa1l1.14,2.03E-05,0.253792519,0.365,0.337,0.396843131,16,Sipa1l1
Nwd1,2.13E-05,0.136911601,0.139,0.098,0.415922152,16,Nwd1
Pak1.11,2.27E-05,-0.164155657,0.735,0.729,0.443142745,16,Pak1
Avp.10,2.33E-05,-0.780958572,0.16,0.22,0.45496905,16,Avp
Fez1.6,2.45E-05,-0.109587443,0.6,0.658,0.477653415,16,Fez1
Prex2,2.65E-05,0.125632413,0.152,0.109,0.517823422,16,Prex2
Sparc.14,2.74E-05,-0.365016672,0.778,0.708,0.534055997,16,Sparc
Fcrls.1,2.95E-05,0.117638586,0.135,0.095,0.574959798,16,Fcrls
Brk1.9,2.97E-05,-0.103717573,0.664,0.69,0.57922416,16,Brk1
Lypd1.11,3.26E-05,-0.111009623,0.134,0.193,0.63516944,16,Lypd1
Pbxip1.2,3.34E-05,0.1005298,0.162,0.118,0.650747625,16,Pbxip1
Smdt1.6,3.37E-05,-0.101417235,0.914,0.885,0.656714797,16,Smdt1
Cldn10.6,3.53E-05,0.190316772,0.343,0.3,0.689513529,16,Cldn10
Ifitm3.4,3.63E-05,0.181921025,0.192,0.148,0.708609909,16,Ifitm3
Uqcrfs1.2,3.96E-05,-0.100452165,0.667,0.7,0.771838617,16,Uqcrfs1
Fxyd7.10,4.11E-05,-0.103717643,0.48,0.557,0.802749213,16,Fxyd7
Ppp1ca.6,4.18E-05,-0.109071291,0.755,0.753,0.815710765,16,Ppp1ca
Ifitm2,4.25E-05,0.106899,0.121,0.083,0.828418766,16,Ifitm2
Adcy1.11,4.84E-05,0.14026782,0.657,0.607,0.943676848,16,Adcy1
Mlc1.9,4.88E-05,0.208858704,0.471,0.447,0.952560808,16,Mlc1
Edf1,4.95E-05,-0.104322462,0.735,0.746,0.966118596,16,Edf1
Cmtm6,5.23E-05,0.108117444,0.103,0.069,1,16,Cmtm6
Plekhb1.13,5.68E-05,-0.339472886,0.742,0.691,1,16,Plekhb1
Rpl10.12,5.70E-05,-0.110941972,0.931,0.881,1,16,Rpl10
Rpl29.3,6.01E-05,0.126413755,0.992,0.968,1,16,Rpl29
Fam181b,6.02E-05,0.101530433,0.123,0.085,1,16,Fam181b
Aco2.3,6.09E-05,-0.104457872,0.793,0.788,1,16,Aco2
Homer2.4,6.28E-05,0.11709804,0.14,0.101,1,16,Homer2
Cd9.11,6.30E-05,-0.105342805,0.154,0.212,1,16,Cd9
Tst.1,6.80E-05,0.134554944,0.172,0.13,1,16,Tst
Mgst3.14,7.05E-05,-0.115690646,0.618,0.645,1,16,Mgst3
Ldhb.11,7.76E-05,-0.105345158,0.99,0.985,1,16,Ldhb
P2ry12,8.24E-05,0.103184418,0.15,0.11,1,16,P2ry12
Thrsp.1,8.49E-05,0.125149819,0.164,0.124,1,16,Thrsp
Ppp1r3c,8.65E-05,0.141860438,0.175,0.133,1,16,Ppp1r3c
Fbxo2.3,0.000100079,0.23685893,0.387,0.363,1,16,Fbxo2
Map4.9,0.000121082,-0.106433748,0.677,0.706,1,16,Map4
Tnfrsf19,0.000146653,0.105422721,0.134,0.097,1,16,Tnfrsf19
Glud1.13,0.000184079,0.168126361,0.626,0.603,1,16,Glud1
Uba52.8,0.000223108,0.116058914,0.96,0.885,1,16,Uba52
Nupr1.5,0.000243583,0.132515224,0.185,0.146,1,16,Nupr1
Atp2b2.13,0.000268932,-0.120927496,0.839,0.795,1,16,Atp2b2
Cx3cl1.13,0.000273349,-0.114759837,0.868,0.825,1,16,Cx3cl1
Vtn.3,0.00028365,0.206672498,0.246,0.209,1,16,Vtn
Neurl1b.5,0.000329981,0.119743821,0.153,0.116,1,16,Neurl1b
Ngef.13,0.000360479,-0.139576613,0.46,0.515,1,16,Ngef
Ly6h.13,0.000412691,-0.194819233,0.863,0.793,1,16,Ly6h
Ntsr2.10,0.000419727,0.222494123,0.509,0.509,1,16,Ntsr2
Rgcc.2,0.000428022,0.131746273,0.172,0.135,1,16,Rgcc
Csf1r.5,0.000501637,0.1719978,0.268,0.229,1,16,Csf1r
Lrrc10b.15,0.000535836,-0.117131104,0.07,0.105,1,16,Lrrc10b
Eif3f.4,0.00056737,0.106948349,0.724,0.672,1,16,Eif3f
Kifc2.11,0.000748855,0.156275856,0.61,0.594,1,16,Kifc2
Mllt6,0.000755594,0.145906126,0.242,0.204,1,16,Mllt6
Tubb2b.11,0.000921232,0.202294379,0.369,0.345,1,16,Tubb2b
Pla2g7.11,0.001191373,0.182842902,0.49,0.491,1,16,Pla2g7
Dact3.6,0.001216201,0.171297349,0.365,0.34,1,16,Dact3
Palm.11,0.001242821,0.189886955,0.348,0.319,1,16,Palm
Epas1.5,0.001248113,0.186899168,0.37,0.343,1,16,Epas1
Dab1.5,0.001318316,0.106031221,0.189,0.153,1,16,Dab1
Slc25a23.6,0.001382111,0.222113894,0.427,0.426,1,16,Slc25a23
Aldh1l1.1,0.001698132,0.15070499,0.232,0.2,1,16,Aldh1l1
Acadl.1,0.001762878,0.113598306,0.155,0.122,1,16,Acadl
Fxyd5,0.001786297,0.115932204,0.109,0.082,1,16,Fxyd5
Slc38a3.4,0.001799355,0.16080687,0.237,0.204,1,16,Slc38a3
Sowaha.14,0.001892198,0.150551242,0.266,0.233,1,16,Sowaha
Zfp36l1,0.001949089,0.100041417,0.123,0.094,1,16,Zfp36l1
Ptprz1.12,0.001959397,0.195237108,0.378,0.361,1,16,Ptprz1
Git1.9,0.002037826,0.154283925,0.581,0.583,1,16,Git1
Dclk1.14,0.00220272,-0.115463157,0.803,0.761,1,16,Dclk1
Chst2.5,0.002230367,0.192832118,0.382,0.371,1,16,Chst2
Ncald.13,0.002698795,-0.146377699,0.757,0.718,1,16,Ncald
