MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:2676813,Mir128-1,microRNA 128-1,1,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3618709,Mir128-2,microRNA 128-2,9,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676814,Mir129,microRNA 129,UN,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676815,Mir129-1,microRNA 129-1,6,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3618711,Mir129-2,microRNA 129-2,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676816,Mir130a,microRNA 130a,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676817,Mir132,microRNA 132,11,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676819,Mir134,microRNA 134,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676822,Mir137,microRNA 137,3,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676823,Mir138-1,microRNA 138-1,9,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3618733,Mir138-2,microRNA 138-2,8,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676830,Mir145a,microRNA 145a,18,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3618734,Mir148b,microRNA 148b,15,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676834,Mir149,microRNA 149,1,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676835,Mir150,microRNA 150,7,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676836,Mir151,microRNA 151,15,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676838,Mir153,microRNA 153,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3629589,Mir181a-1,microRNA 181a-1,1,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676845,Mir181a-2,microRNA 181a-2,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3618735,Mir181b-1,microRNA 181b-1,1,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3618736,Mir181b-2,microRNA 181b-2,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3618737,Mir181c,microRNA 181c,8,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3709847,Mir181d,microRNA 181d,8,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676851,Mir187,microRNA 187,18,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676855,Mir191,microRNA 191,9,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676859,Mir195a,microRNA 195a,11,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676879,Mir204,microRNA 204,19,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676887,Mir211,microRNA 211,7,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676894,Mir218,microRNA 218,UN,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3618751,Mir218-1,microRNA 218-1,5,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3618752,Mir218-2,microRNA 218-2,11,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619066,Mir221,microRNA 221,X,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619118,Mir222,microRNA 222,X,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619323,Mir300,microRNA 300,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3691602,Mir301b,microRNA 301b,16,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619332,Mir320,microRNA 320,14,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619335,Mir324,microRNA 324,11,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619340,Mir328,microRNA 328,8,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619345,Mir330,microRNA 330,7,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619351,Mir337,microRNA 337,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619352,Mir338,microRNA 338,11,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619358,Mir342,microRNA 342,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619361,Mir345,microRNA 345,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619374,Mir369,microRNA 369,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3629958,Mir374b,microRNA 374b,X,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3617791,Mir378a,microRNA 378a,18,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619386,Mir379,microRNA 379,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619391,Mir381,microRNA 381,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619392,Mir382,microRNA 382,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619393,Mir383,microRNA 383,8,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619394,Mir384,microRNA 384,X,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619398,Mir410,microRNA 410,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619399,Mir411,microRNA 411,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3718516,Mir421,microRNA 421,X,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619401,Mir425,microRNA 425,9,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619404,Mir433,microRNA 433,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619405,Mir434,microRNA 434,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3629612,Mir467a-1,microRNA 467a-1,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3719571,Mir467a-2,microRNA 467a-2,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3719572,Mir467a-3,microRNA 467a-3,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3719573,Mir467a-4,microRNA 467a-4,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3719574,Mir467a-5,microRNA 467a-5,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3719576,Mir467a-6,microRNA 467a-6,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3719577,Mir467a-7,microRNA 467a-7,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3719578,Mir467a-8,microRNA 467a-8,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:4834294,Mir467a-9,microRNA 467a-9,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:4834296,Mir467a-10,microRNA 467a-10,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3629617,Mir467b,microRNA 467b,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619421,Mir484,microRNA 484,16,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619423,Mir486,microRNA 486,8,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619424,Mir487b,microRNA 487b,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3624341,Mir500,microRNA 500,X,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3629949,Mir501,microRNA 501,X,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619427,Mir539,microRNA 539,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619429,Mir540,microRNA 540,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619430,Mir541,microRNA 541,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3691605,Mir551b,microRNA 551b,3,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3624350,Mir652,microRNA 652,X,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3629904,Mir667,microRNA 667,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3629959,Mir672,microRNA 672,X,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3629894,Mir673,microRNA 673,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3629631,Mir674,microRNA 674,2,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3691603,Mir744,microRNA 744,11,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3691613,Mir760,microRNA 760,3,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3691606,Mir770,microRNA 770,12,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3718562,Mir872,microRNA 872,4,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3837223,Mir1983,microRNA 1983,13,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676795,Mirlet7c-1,microRNA let7c-1,16,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:3619050,Mirlet7c-2,microRNA let7c-2,15,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676796,Mirlet7d,microRNA let7d,13,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676797,Mirlet7e,microRNA let7e,17,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676798,Mirlet7f-1,microRNA let7f-1,13,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676799,Mirlet7f-2,microRNA let7f-2,X,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:2676802,Mirlet7i,microRNA let7i,10,,long-term synaptic potentiation,,,IEP,,J:222730 
MGI:97004,Mme,membrane metallo endopeptidase,3,,positive regulation of long-term synaptic potentiation,"happens in dentate gyrus,regulates a function/process that happens in dentate gyrus",,IGI,P05067 ,J:114580 
MGI:97011,Mmp9,matrix metallopeptidase 9,2,,positive regulation of synaptic plasticity,,,ISO,RGD:621320 ,J:155856 
MGI:1858257,Mpp2,"membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)",11,,long-term synaptic potentiation,,,IMP,,J:231015 
MGI:1924366,Mtmr2,myotubularin related protein 2,9,,negative regulation of excitatory postsynaptic potential,,,ISO,RGD:1311865 ,J:155856 
MGI:1928394,Mtor,mechanistic target of rapamycin kinase,4,,"regulation of translation at synapse, modulating synaptic transmission",,,ISO,RGD:68371 ,J:155856 
MGI:103581,Musk,"muscle, skeletal, receptor tyrosine kinase",4,,long-term synaptic potentiation,,,ISO,RGD:3211 ,J:155856 
MGI:103581,Musk,"muscle, skeletal, receptor tyrosine kinase",4,,"positive regulation of synaptic transmission, cholinergic",,,ISO,RGD:3211 ,J:155856 
MGI:2139434,Mylk2,"myosin, light polypeptide kinase 2, skeletal muscle",2,,regulation of neuronal synaptic plasticity,,,ISO,RGD:620934 ,J:155856 
MGI:105976,Myo5a,myosin VA,9,,"negative regulation of synaptic transmission, glutamatergic",,,ISO,RGD:3143 ,J:155856 
MGI:106598,Myo5b,myosin VB,18,,modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IDA,,J:263396 
MGI:106598,Myo5b,myosin VB,18,,modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IMP,,J:263396 
MGI:104785,Myo6,myosin VI,9,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IDA,,J:111724 
MGI:104785,Myo6,myosin VI,9,,presynaptic modulation of chemical synaptic transmission,"happens in Schaffer collateral - CA1 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:111724 
MGI:104785,Myo6,myosin VI,9,,regulation of synaptic plasticity,,,IMP,MGI:1856555 ,J:111724 
MGI:4413918,n-TIaat17,nuclear encoded tRNA isoleucine 17 (anticodon TAT),17,,negative regulation of synaptic transmission,happens in brain,,IMP,MGI:6510838 ,J:297745 
MGI:4413733,n-TRtct5,nuclear encoded tRNA arginine 5 (anticodon TCT),1,,negative regulation of synaptic transmission,happens in brain,,IMP,MGI:5575489 ,J:297745 
MGI:2444306,Nalcn,"sodium leak channel, non-selective",14,,"positive regulation of synaptic transmission, cholinergic",,,IBA,PTN000799098 ,J:265628 
MGI:2444306,Nalcn,"sodium leak channel, non-selective",14,,"positive regulation of synaptic transmission, GABAergic",,,IBA,PTN000799098 ,J:265628 
MGI:97281,Ncam1,neural cell adhesion molecule 1,9,,modulation of chemical synaptic transmission,,,ISO,RGD:67378 ,J:155856 
MGI:104694,Ncan,neurocan,8,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:70858 
MGI:104694,Ncan,neurocan,8,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:70858 
MGI:1347351,Ncdn,neurochondrin,4,,regulation of neuronal synaptic plasticity,,,IBA,PTN000992123 ,J:265628 
MGI:1347351,Ncdn,neurochondrin,4,,regulation of neuronal synaptic plasticity,,,ISO,RGD:621734 ,J:155856 
MGI:109166,Ncs1,neuronal calcium sensor 1,2,,positive regulation of synaptic transmission,,,TAS,,J:38125 
MGI:109166,Ncs1,neuronal calcium sensor 1,2,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:68417 ,J:155856 
MGI:1891700,Ncstn,nicastrin,1,,regulation of long-term synaptic potentiation,,,IMP,MGI:3796837 ,J:211635 
MGI:1891700,Ncstn,nicastrin,1,,short-term synaptic potentiation,,,IMP,MGI:3796837 ,J:211635 
MGI:97297,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4",9,,"regulation of protein catabolic process at postsynapse, modulating synaptic transmission",,,ISO,RGD:3157 ,J:155856 
MGI:97309,Nefh,"neurofilament, heavy polypeptide",11,,postsynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IDA,,J:263470 
MGI:97309,Nefh,"neurofilament, heavy polypeptide",11,,postsynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IMP,,J:263470 
MGI:97313,Nefl,"neurofilament, light polypeptide",14,,postsynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IDA,,J:263470 
MGI:97313,Nefl,"neurofilament, light polypeptide",14,,postsynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IMP,,J:263470 
MGI:2180216,Neto1,neuropilin (NRP) and tolloid (TLL)-like 1,18,,positive regulation of excitatory postsynaptic potential,,,IBA,PTN002901494 ,J:265628 
MGI:2180216,Neto1,neuropilin (NRP) and tolloid (TLL)-like 1,18,,positive regulation of excitatory postsynaptic potential,happens in hippocampus,,IMP,MGI:3836584 ,J:174557 
MGI:2180216,Neto1,neuropilin (NRP) and tolloid (TLL)-like 1,18,,regulation of long-term neuronal synaptic plasticity,,,IMP,,J:145953 
MGI:2180216,Neto1,neuropilin (NRP) and tolloid (TLL)-like 1,18,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:326505 
MGI:2180216,Neto1,neuropilin (NRP) and tolloid (TLL)-like 1,18,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:326505 
MGI:1921763,Neto2,neuropilin (NRP) and tolloid (TLL)-like 2,8,NOT,positive regulation of excitatory postsynaptic potential,happens in hippocampus,,IMP,MGI:5141222 ,J:174557 
MGI:1921763,Neto2,neuropilin (NRP) and tolloid (TLL)-like 2,8,,regulation of postsynaptic neurotransmitter receptor activity,,,ISO,RGD:1305310 ,J:155856 
MGI:1334263,Neurl1a,neuralized E3 ubiquitin protein ligase 1A,19,,positive regulation of long-term neuronal synaptic plasticity,,,IDA,,J:178916 
MGI:107755,Neurod2,neurogenic differentiation 2,11,,positive regulation of synaptic plasticity,,,IDA,,J:172950 
MGI:97306,Nf1,neurofibromin 1,11,,long-term synaptic potentiation,,,IGI,MGI:96159 ,J:103691 
MGI:97306,Nf1,neurofibromin 1,11,,long-term synaptic potentiation,,,IMP,MGI:1857478 ,J:103691 
MGI:97306,Nf1,neurofibromin 1,11,,negative regulation of neurotransmitter secretion,negatively regulates neurotransmitter secretion,,IGI,MGI:97321 ,J:104588 
MGI:97306,Nf1,neurofibromin 1,11,,negative regulation of neurotransmitter secretion,negatively regulates neurotransmitter secretion,,IMP,MGI:1857478 ,J:104588 
MGI:97306,Nf1,neurofibromin 1,11,,regulation of long-term neuronal synaptic plasticity,happens in hippocampus CA1,,IGI,MGI:96680 ,J:74257 
MGI:97306,Nf1,neurofibromin 1,11,,regulation of long-term neuronal synaptic plasticity,happens in hippocampus CA1,,IMP,MGI:1857478 ,J:74257 
MGI:97306,Nf1,neurofibromin 1,11,,regulation of long-term synaptic potentiation,,,IGI,MGI:1339975 ,J:219424 
MGI:97306,Nf1,neurofibromin 1,11,,"regulation of synaptic transmission, GABAergic","regulates synaptic transmission, GABAergic",,IGI,MGI:96680 ,J:74257 
MGI:1920431,Nfatc4,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4",14,,long-term synaptic potentiation,,,IMP,,J:184759 
MGI:1920431,Nfatc4,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4",14,,regulation of synaptic plasticity,,,ISO,RGD:1310749 ,J:155856 
MGI:1916216,Ngdn,"neuroguidin, EIF4E binding protein",14,,postsynaptic modulation of chemical synaptic transmission,,,ISO,RGD:1310211 ,J:155856 
MGI:97321,Ngf,nerve growth factor,3,,modulation of chemical synaptic transmission,,,IBA,PTN000173497 ,J:265628 
MGI:97321,Ngf,nerve growth factor,3,,regulation of neurotransmitter secretion,regulates neurotransmitter secretion,,IGI,MGI:97306 ,J:104588 
MGI:97323,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)",11,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:3177 ,J:155856 
MGI:97323,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)",11,,"positive regulation of synaptic transmission, cholinergic",,,ISO,RGD:3177 ,J:155856 
MGI:97323,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)",11,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:3177 ,J:155856 
MGI:97323,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)",11,,presynaptic modulation of chemical synaptic transmission,happens in neuromuscular junction,,IDA,,J:293431 
MGI:97323,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)",11,,presynaptic modulation of chemical synaptic transmission,happens in neuromuscular junction,,IMP,,J:293431 
MGI:1928323,Nisch,nischarin,14,,"regulation of synaptic transmission, GABAergic",,,ISO,RGD:1306950 ,J:155856 
MGI:2179435,Nlgn1,neuroligin 1,3,,long-term synaptic potentiation,,,ISO,RGD:621117 ,J:155856 
MGI:2179435,Nlgn1,neuroligin 1,3,,modulation of chemical synaptic transmission,,,IBA,PTN000168538 ,J:265628 
MGI:2179435,Nlgn1,neuroligin 1,3,,modulation of chemical synaptic transmission,,,IGI,MGI:2681835 ,J:113647 
MGI:2179435,Nlgn1,neuroligin 1,3,,modulation of chemical synaptic transmission,,,ISO,RGD:621117 ,J:155856 
MGI:2179435,Nlgn1,neuroligin 1,3,,positive regulation of excitatory postsynaptic potential,,,IDA,,J:138036 
MGI:2179435,Nlgn1,neuroligin 1,3,,positive regulation of excitatory postsynaptic potential,happens in hippocampal pyramidal neuron,,IMP,,J:197488 
MGI:2179435,Nlgn1,neuroligin 1,3,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:621117 ,J:155856 
MGI:2179435,Nlgn1,neuroligin 1,3,,positive regulation of excitatory postsynaptic potential,,,ISO,Q8N2Q7 ,J:164563 
MGI:2179435,Nlgn1,neuroligin 1,3,,positive regulation of neuromuscular synaptic transmission,,,NAS,,J:320287 
MGI:2179435,Nlgn1,neuroligin 1,3,,"positive regulation of synaptic transmission, GABAergic",,,ISO,RGD:621117 ,J:155856 
MGI:2179435,Nlgn1,neuroligin 1,3,,"positive regulation of synaptic transmission, GABAergic",,,NAS,,J:319984 
MGI:2179435,Nlgn1,neuroligin 1,3,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:621117 ,J:155856 
MGI:2179435,Nlgn1,neuroligin 1,3,,"positive regulation of synaptic transmission, glutamatergic",,,NAS,,J:319984 
MGI:2179435,Nlgn1,neuroligin 1,3,,positive regulation of synaptic vesicle exocytosis,,,IMP,,J:152008 
MGI:2179435,Nlgn1,neuroligin 1,3,,positive regulation of synaptic vesicle exocytosis,,,ISO,RGD:621117 ,J:155856 
MGI:2681835,Nlgn2,neuroligin 2,11,,modulation of chemical synaptic transmission,,,IBA,PTN000168538 ,J:265628 
MGI:2681835,Nlgn2,neuroligin 2,11,,modulation of chemical synaptic transmission,,,IGI,MGI:2179435 ,J:113647 
MGI:2681835,Nlgn2,neuroligin 2,11,,positive regulation of excitatory postsynaptic potential,,,IMP,,J:175189 
MGI:2681835,Nlgn2,neuroligin 2,11,,"positive regulation of synaptic transmission, GABAergic",,,IMP,,J:175189 
MGI:2681835,Nlgn2,neuroligin 2,11,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:175189 
MGI:2444609,Nlgn3,neuroligin 3,X,,long-term synaptic potentiation,,,IMP,,J:175606 
MGI:2444609,Nlgn3,neuroligin 3,X,,modulation of chemical synaptic transmission,,,IBA,PTN000168538 ,J:265628 
MGI:2444609,Nlgn3,neuroligin 3,X,,modulation of chemical synaptic transmission,,,IGI,MGI:2179435 ,J:113647 
MGI:2444609,Nlgn3,neuroligin 3,X,,modulation of chemical synaptic transmission,,,IGI,MGI:2681835 ,J:113647 
MGI:2444609,Nlgn3,neuroligin 3,X,,negative regulation of excitatory postsynaptic potential,,,IMP,,J:175606 
MGI:2444609,Nlgn3,neuroligin 3,X,,positive regulation of excitatory postsynaptic potential,,,IMP,,J:184114 
MGI:2444609,Nlgn3,neuroligin 3,X,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:184114 
MGI:2444609,Nlgn3,neuroligin 3,X,,regulation of long-term synaptic potentiation,happens in hippocampus CA1,,IMP,,J:175606 
MGI:2444609,Nlgn3,neuroligin 3,X,,"regulation of synaptic transmission, glutamatergic",happens in hippocampus CA1,,IMP,,J:175606 
MGI:2444609,Nlgn3,neuroligin 3,X,,rhythmic synaptic transmission,,,ISO,RGD:621119 ,J:155856 
MGI:3775191,Nlgn4l,neuroligin 4-like,XY,,modulation of chemical synaptic transmission,,,IBA,PTN000168538 ,J:265628 
MGI:1860476,Nmu,neuromedin U,5,,positive regulation of synaptic transmission,,,IBA,PTN008559402 ,J:265628 
MGI:1860476,Nmu,neuromedin U,5,,positive regulation of synaptic transmission,,,ISO,RGD:68388 ,J:155856 
MGI:104327,Nog,noggin,11,,long-term synaptic potentiation,is a part of regulation of neuronal synaptic plasticity,,IMP,MGI:2157350 ,J:123318 
MGI:104327,Nog,noggin,11,,presynaptic modulation of chemical synaptic transmission,"is a part of visual learning,is a part of exploration behavior,is a part of regulation of neuronal synaptic plasticity,is a part of long-term synaptic potentiation,is a part of short-term synaptic potentiation",,IDA,,J:123318 
MGI:104327,Nog,noggin,11,,regulation of neuronal synaptic plasticity,,,IMP,MGI:2157350 ,J:123318 
MGI:104327,Nog,noggin,11,,short-term synaptic potentiation,is a part of regulation of neuronal synaptic plasticity,,IMP,MGI:2157350 ,J:123318 
MGI:97360,Nos1,"nitric oxide synthase 1, neuronal",5,,positive regulation of long-term synaptic potentiation,,,ISO,RGD:3184 ,J:155856 
MGI:2664186,Npas4,neuronal PAS domain protein 4,19,,regulation of synaptic plasticity,,,IMP,,J:143367 
MGI:2664186,Npas4,neuronal PAS domain protein 4,19,,"regulation of synaptic transmission, GABAergic",,,IMP,,J:143367 
MGI:3642232,Nps,neuropeptide S,7,,"positive regulation of synaptic transmission, GABAergic",,,IBA,PTN002195595 ,J:265628 
MGI:3642232,Nps,neuropeptide S,7,,"positive regulation of synaptic transmission, GABAergic",,,IDA,,J:171689 
MGI:3642232,Nps,neuropeptide S,7,,"positive regulation of synaptic transmission, glutamatergic",,,IBA,PTN002195595 ,J:265628 
MGI:3642232,Nps,neuropeptide S,7,,"positive regulation of synaptic transmission, glutamatergic","positively regulates synaptic transmission, glutamatergic",,IDA,,J:171689 
MGI:108077,Nptn,neuroplastin,9,,long-term synaptic potentiation,,,ISO,RGD:620296 ,J:155856 
MGI:108077,Nptn,neuroplastin,9,,modulation of chemical synaptic transmission,,,IMP,MGI:5621191 ,J:212431 
MGI:108077,Nptn,neuroplastin,9,,positive regulation of long-term neuronal synaptic plasticity,,,ISO,RGD:620296 ,J:155856 
MGI:108077,Nptn,neuroplastin,9,,positive regulation of long-term synaptic potentiation,,,ISO,RGD:620296 ,J:155856 
MGI:108077,Nptn,neuroplastin,9,,"trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission",,,ISO,RGD:620296 ,J:155856 
MGI:107811,Nptx1,neuronal pentraxin 1,11,,regulation of postsynaptic neurotransmitter receptor activity,,,ISO,Q15818 ,J:164563 
MGI:1858209,Nptx2,neuronal pentraxin 2,5,,regulation of postsynaptic neurotransmitter receptor activity,,,ISO,P47972 ,J:164563 
MGI:1920590,Nptxr,neuronal pentraxin receptor,15,,regulation of postsynaptic neurotransmitter receptor activity,,,ISO,O95502 ,J:164563 
MGI:97374,Npy,neuropeptide Y,6,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:3197 ,J:155856 
MGI:104963,Npy1r,neuropeptide Y receptor Y1,8,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:3198 ,J:155856 
MGI:108418,Npy2r,neuropeptide Y receptor Y2,3,,negative regulation of excitatory postsynaptic potential,,,ISO,RGD:620475 ,J:155856 
MGI:108418,Npy2r,neuropeptide Y receptor Y2,3,,negative regulation of synaptic transmission,,,ISO,RGD:620475 ,J:155856 
MGI:108418,Npy2r,neuropeptide Y receptor Y2,3,,"negative regulation of synaptic transmission, glutamatergic",,,ISO,RGD:620475 ,J:155856 
MGI:108082,Npy5r,neuropeptide Y receptor Y5,8,,"negative regulation of synaptic transmission, GABAergic",,,ISO,RGD:3199 ,J:155856 
MGI:1100526,Nr2e1,"nuclear receptor subfamily 2, group E, member 1",10,,long-term synaptic potentiation,,,IMP,MGI:2176490 ,J:105568 
MGI:95824,Nr3c1,"nuclear receptor subfamily 3, group C, member 1",18,,negative regulation of synaptic plasticity,,,ISO,RGD:2741 ,J:155856 
MGI:99459,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",8,,presynaptic modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in hippocampal formation,happens in glutamatergic synapse,happens in hippocampal formation",,EXP,,J:137143 
MGI:99459,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",8,,presynaptic modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in hippocampal formation,happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:137143 
MGI:1097165,Nrg3,neuregulin 3,14,,modulation of chemical synaptic transmission,,,ISO,P56975 ,J:164563 
MGI:1927184,Nrgn,neurogranin,9,,positive regulation of long-term synaptic potentiation,,,ISO,RGD:61833 ,J:155856 
MGI:1927184,Nrgn,neurogranin,9,,postsynaptic modulation of chemical synaptic transmission,,,ISO,RGD:61833 ,J:155856 
MGI:1915654,Nrn1,neuritin 1,13,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebral cortex",,EXP,,J:243431 
MGI:1915654,Nrn1,neuritin 1,13,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebral cortex",,IDA,,J:243431 
MGI:1915654,Nrn1,neuritin 1,13,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebral cortex",,IEP,,J:243431 
